SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
4734;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-75(1.2.16-AD4);2013;02-APR-13;31-DEC-13;"VŠĮ ""Visų šventųjų šeimos paramos centras""";300008982;"Pagal jaunimo programų finansavimo sutarties nr. 29-204(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";3000
4735;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-76(1.2.16-AD4);2013;11-APR-13;31-DEC-13;"Jaunimas vaikams, VŠĮ Švietimo ir kultūros centras";224366570;"Pagal jaunimo programų finansavimo sutarties nr. 29-175(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";1500
4736;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"29-65 (1.2.16-AD4)";2013;16-APR-13;31-DEC-13;"Lietuvos skautų sąjunga";190748749;"Pagal jaunimo programų finansavimo sutarties nr. 29-183(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";8500
4737;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-77(1.2.16-AD4);2013;29-MAR-13;31-DEC-13;"Lietuvos socialdemokratinio jaunimo sąjungos filialas ""Vilniaus miesto skyrius""";301851786;"Pagal jaunimo programų finansavimo sutarties nr. 29-208(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";5200
4738;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-96(1.2.16-AD4);2013;05-APR-13;31-DEC-13;"Vilniaus jaunimo organizacijų sąjunga ""Apskritasis stalas""";124463627;"Pagal jaunimo programų finansavimo sutarties nr. 29-163 pratęsimą (įsakymo nr. 30-692)";10000
4739;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-74(1.2.16-AD4);2013;29-MAR-13;31-DEC-13;"VšĮ Vilniaus SOS vaikų kaimas";124009158;"Pagal jaunimo programų finansavimo sutarties nr. 29-184(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";4000
4740;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-70(1.2.16-AD4);2013;02-APR-13;31-DEC-13;"Lietuvos krikščioniškojo jaunimo sąjunga ""Žingsnis""";191940738;"Pagal jaunimo programų finansavimo sutarties nr. 29-167(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";5000
4741;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-68(1.2.16-AD4);2013;28-MAR-13;31-DEC-13;"VŠĮ Pal.J.Matulaičio socialinis centras";225014650;"Pagal jaunimo programų finansavimo sutarties nr. 29-165(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";4000
4742;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-71(1.2.16-AD4);2013;29-MAR-13;31-DEC-13;"VŠĮ ""Atsigręžk į vaikus""";124015620;"Pagal jaunimo programų finansavimo sutarties nr. 29-168(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";2000
4743;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";8-2125;2013;17-MAY-13;31-JUL-13;"Gatvių statyba, UAB";122570826;"UAB ""Gatvių statyba""";2750000
4770;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-39(3.10.22-FN4);2013;29-MAY-13;01-JUN-14;"Naujininkų ūkis, UAB";121458016;;2447.88
4707;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-897-(2.1.4-SR7);2013;26-APR-13;25-APR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-897-(2.1.4-SR7) 2013.04.26.";9750
4708;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-897-(2.1.4-SR7);2013;26-APR-13;25-APR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-897-(2.1.4-SR7) 2013.04.26.";9750
4709;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-897-(2.1.4-SR7);2013;26-APR-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-897-(2.1.4-SR7) 2013.04.26.";9750
4710;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-897-(2.1.4-SR7);2013;26-APR-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-897-(2.1.4-SR7) 2013.04.26.";9750
4744;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-96(1.2.15-AD4);2013;05-APR-13;;"Vilniaus jaunimo organizacijų sąjunga ""Apskritasis stalas""";124463627;"Pagal jaunimo programų finansavimo sutarties nr.29-163 pratęsimą (įsakymo nr. 30-692)";10000
4745;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-65(1.2.16-AD4);2013;16-APR-13;;"Lietuvos skautų sąjunga";190748749;"Pagal jaunimo programų finansavimo sutarties nr. 29-183(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";8500
4746;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";f;2013;02-APR-13;;"Lietuvos krikščioniškojo jaunimo sąjunga ""Žingsnis""";191940738;"Pagal jaunimo programų finansavimo sutarties nr. 29-167(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";5000
4750;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"29-120 (1.2.16-AD4)";2013;23-MAY-13;31-DEC-13;"VšĮ Pal.J. Matulaičio šeimos pagalbos centras";126366917;"Pagal jaunimo programų finansavimo sutarties nr. 29-170(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";2000
4753;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1092-(2.1.4-SR7);2013;22-MAY-13;21-MAY-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1092-(2.1.4-SR7) 2013.05.22.";9750
4754;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1092-(2.1.4-SR7);2013;22-MAY-13;21-MAY-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1092-(2.1.4-SR7) 2013.05.22.";9750
4755;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1092-(2.1.4-SR7);2013;22-MAY-13;21-MAY-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1092-(2.1.4-SR7) 2013.05.22.";9750
4680;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";Nr.A62-10(3.10.21-FN4);2013;30-APR-13;30-MAY-13;"Inservis, UAB";126180446;"Durų įstatymo ir sienos dažymo darbų sutartis Nr.A62-10(3.10.21-FN4)";2382.93
4681;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-13(3.10.23-FN4);2013;15-APR-13;30-APR-13;"Capsa, UAB";235267520;"Alkotesterio pirkimo sutartis";2420
4756;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1092-(2.1.4-SR7);2013;22-MAY-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1092-(2.1.4-SR7) 2013.05.22.";9750
4684;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-29(3.10.22-SM);2013;08-MAY-13;08-DEC-13;"Fima, UAB";121289694;;119717.4
4690;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-766(3.1.36-SR);2013;07-MAY-13;31-DEC-13;"Vyrų krizių centras";125610521;"SOCIALINIŲ PASLAUGŲ ĮSTAIGOS FINANSAVIMO SUTARTIS";40000
4757;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1092-(2.1.4-SR7);2013;22-MAY-13;21-MAY-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1092-(2.1.4-SR7) 2013.05.22.";9750
4758;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1091-(2.1.4-SR7);2013;22-MAY-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1091-(2.1.4-SR7) 2013.05.22.";6500
4759;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-570-(2.1.4-SR7);2013;15-MAR-13;14-MAR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-570-(2.1.4-SR7) 2013.03.15.";6500
4760;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2457-(2.1.4-SR7);2012;20-DEC-12;19-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2457-(2.1.4-SR7) 2012.12.20.";6500
4763;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-13 (3.10.21-UK)";2013;23-MAY-13;23-MAY-16;"Zona optima, UAB";186077963;"Gatvių pavadinimų lentelių, statinių numerių gamyba ir tvirtinimo darbai";
4775;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-46(3.10.22-UK);2013;10-JUN-13;01-JUN-15;"Darbasta, UAB";123436424;"2012-06-01 Statinio projekto ekspertizės paslaugų sutarties Nr. A64-73 (3.10.22-UK) pratęsimas";
4839;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A72-878(3.1.36-EM);2013;11-JUN-13;10-JUN-14;"Kertinis valstybės telekomunikacijų centras, BĮ (Infostruktūra)";121738687;"Papildomas susitarimas prie 2012-05-31 Saugaus valstybinio duomenų perdavimo tinklo (SVDPT) paslaugų teikimo sutarties";
4841;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-52(3.10.22-EM);2013;25-JUN-13;24-JUN-14;"Vilniaus Gedimino technikos universitetas";111950243;"Mokslinio tyrimo ""Naujų moderniųjų vaizdo stebėjimo ir greičio matavimo sistemų techninių ir programinių galimybių analizė ir jų pritaikumas Vilnaius mieste"" pirkimo sutartis";4235
4847;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-21(3.10.23-FN4);2013;21-JUN-13;21-DEC-13;"Moller Auto Alytus, UAB";149695665;"Mikroautobuso pirkimas";195500
4849;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-23180;2013;28-JUN-13;31-DEC-15;"Martonas, UAB";122034821;"sutarties Grinda A72-2191(3.1.36-UK) 2011.12.29 3372 dalies perėmimas";119918.4
4850;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-23180/1;2013;28-JUN-13;31-DEC-15;"Martonas, UAB";122034821;"sutarties Grinda A72-2189(3.1.36-UK) 2011.12.29 3370 dalies perėmimas";244750.73
4640;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A72-131(3.1.36-UK);2013;12-FEB-13;12-FEB-14;"Tolimojo keleivinio transporto kompanija, UAB";123836945;"2010-02-12 Sutarties Nr. A72-102(2.9.3.9-UK5) pratęsimas";
4691;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-11 (3.10.21-UK)";2013;10-MAY-13;10-AUG-13;"Kompanija Vitrum UAB";300125715;"Pastato Maironio g. 14A remontas (tualetas Sereikiškių parke)";156097.57
4701;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-30(3.10.22-FN4);2013;09-MAY-13;31-DEC-13;"Vilniaus miesto vyresniojo amžiaus žmonių asociacija";300573946;"Naujamiesčio bendruomenės kultūrinis renginys-šventė „Kaimynų šventė“";4970
4764;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-613(3.1.36-SR);2013;08-APR-13;31-DEC-13;"BĮ Vilniaus m.savivaldybės visuomenės sveikatos biuras";301850606;"Vilniaus miesto savivaldybės administracijos Socialinių reikalų ir sveikatos departamento lėšų tikslinio naudojimo sutartis";18000
4772;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-584(2.8.2.31-EK8);2013;04-APR-13;31-DEC-13;"Start Vilnius, UAB";122238215;"Lėšų skyrimo sutartis";27146
4777;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A72-859(3.1.36-EK);2013;07-JUN-13;07-JUN-14;"VšĮ ""GO Vilnius""";123641468;"Dotacijos iš savivaldybės biudžeto skyrimo sutartis";300000
4778;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-862(3.1.26-SR);2013;10-JUN-13;31-DEC-13;"Vilniaus Arkivyskupijos Caritas";191677454;"NEVALSTYBINIŲ ORGANIZACIJŲ SOCIALINIŲ PROJEKTŲ FINANSAVIMO SUTARTIS";150000
4819;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A72-895(3.1.36-SR.);2013;17-JUN-13;17-JUN-15;"Karoliniškių poliklinika, VŠĮ";124244754;"PAPILDOMAS SUSITARIMAS PRIE 2013-03-01 LĖŠŲ SKYRIMO SUTARTIES NR. a72-241(3.1.36-sr)";1178000
4851;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-23180/2;2013;28-JUN-13;31-DEC-15;"Martonas, UAB";122034821;"sutarties Grinda A72-2183(3.1.36-UK) 2011.12.29 3366 dalies perėmimas";12579.73
4852;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-22785;2013;25-JUN-13;31-DEC-15;"Stebulė, UAB";122211549;"sutarties Grinda A72-2191(3.1.36-UK) 2011.12.29 3372 dalies perėmimas";542030.58
4853;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-22785/1;2013;25-JUN-13;31-DEC-15;"Stebulė, UAB";122211549;"sutarties Grinda A72-2183(3.1.36-UK) 2011.12.29 3366 dalies perėmimas";1607598.19
4854;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-22785/2;2013;25-JUN-13;31-DEC-15;"Stebulė, UAB";122211549;"sutarties Grinda A72-2189(3.1.36-UK) 2011.12.29 3370 dalies perėmimas";556703.03
4703;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"VD/UF-85/2013(1) r";2013;14-FEB-13;29-NOV-13;"Lietuvos žmonių su negalia sąjunga";191909625;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";6100
4747;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-97(1.2.16-AD4);2013;12-APR-13;;"VŠĮ Pal.J.Matulaičio socialinis centras";225014650;"Pagal jaunimo programų finansavimo sutarties nr. 29-240(1.2.16-AD4) pratęsimą (įsakymo nr. 30-789)";10000
4818;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-897(3.1.36-SR);2013;17-JUN-13;31-DEC-13;"Centro poliklinika";125873515;;744200
4911;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1013(3.1.36-SR);2013;08-JUL-13;31-DEC-13;"LPS ""Bočiai""";193267272;"Vilniaus miesto savivaldybės visuomenės sveikatos programos vykdymo ir biudžeto lėšų tikslinio naudojimo sutartis";5000
4912;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1016(3.1.36-SR);2013;09-JUL-13;31-DEC-13;"Asociacija MAI RAM INTERNATIONAL YOGA ASSOCIATION";302835977;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";21000
4913;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1017(3.1.36-SR);2013;09-JUL-13;31-DEC-13;"Bendrija ""Artrito""";193152074;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";4000
4914;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-890(3.1.36-SR);2013;14-JUN-13;31-DEC-13;"Antakalnio poliklinika, VšĮ";124244035;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";12000
4915;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-891(3.1.36-SR);2013;14-JUN-13;31-DEC-13;"Asociacija ""Gyvastis""";191609186;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";20000
4916;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-892(3.1.36-SR);2013;14-JUN-13;31-DEC-13;"Vaiko labui, VšĮ";125966250;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";7000
4917;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-889(3.1.36-SR);2013;14-JUN-13;31-DEC-13;"Vilniaus miesto kompleksinių paslaugų centras „Šeimos slėnis“";191645111;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";4500
4637;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-15(3.10.23-FN4);2013;17-APR-13;17-MAY-13;"Domus Lumina, UAB";301105637;"Pakeliamųjų žaliuzių pirkimo ir įrengimo sutartis";1202.24
4812;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"Nr. A72-865(3.1.36-SR)";2013;11-JUN-13;31-DEC-13;"Vilniaus miesto kompleksinių paslaugų centras „Šeimos slėnis“";191645111;"Privalomojo sveikatos draudimo fondo lėšų naudojimo sutartis";16400
4814;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-893(3.1.36-SR);2013;17-JUN-13;31-DEC-13;"VšĮ Grigiškių sveikatos priežiūros centras";181384061;;509400
4863;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-25(3.10.21-FN4);2013;10-JUL-13;15-JUL-13;"Aiža, UAB";12041573;;
4918;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1025(3.1.36-SR);2013;09-JUL-13;31-DEC-13;"Valstybinis mokslinio tyrimų institutas Inovatyvios medicinos centras";302877556;"Vilniaus miesto savivaldyb4s visuomenės sveikatos programos vykdymo ir biudžeto lėšų naudojimo sutartis";9000
4921;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1108(2.14.2.12-MP8);2013;25-JUL-13;25-JUL-14;"LitCon, UAB";123228761;"DĖL ATLYGINIMO BŪDO IR DYDŽIO";314000
4922;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-19(3.10.23-FN4);2013;31-MAY-13;30-AUG-13;"Revlita, UAB";123719867;"Seniūnijų iškabų pirkimas";4270.15
4924;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-32(3.10.21-FN4);2013;26-JUL-13;31-DEC-13;"Stebulė, UAB";122211549;"Skelbimo lentos Žvėryno seniūnijos bendruomenės reikmėms įrengimo";3799.99
4925;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-57(3.10.22-AP);2013;02-JUL-13;02-JUL-14;"Darbasta, UAB";123436424;"Statinių būklės tyrimų paslaugos";74052
4926;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1598-(2.1.4-SR7);2013;15-JUL-13;14-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1598-(2.1.4-SR7) 2013.07.15.";6500
4927;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1312-(2.1.4-SR7);2013;19-JUN-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1312-(2.1.4-SR7) 2013.06.19.";6500
4928;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4929;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4930;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4644;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-21(3.10.22-FN4);2013;17-APR-13;17-APR-14;"Init, UAB";132658751;"Dėl 2012-04-17 paslaugų teikomo sutarties Nr.A64-45(3.10.22-FN4)";871.2
4705;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"VD/UF-77/2013(1) r";2013;14-FEB-13;29-NOV-13;"Šv. Roko ligoninė, Viešoji įstaiga";224369680;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";9200
4923;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1108(2.14.2.12-MP8);2013;25-MAY-13;31-DEC-13;"LitCon, UAB";123228761;"Dėl atlyginimo būdo ir dydžio už žemės paėmimą visuomenės poreikiams";
4931;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4932;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4933;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4934;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-1398-(2.1.4-SR7);2013;09-JUL-13;08-JUL-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-1398-(2.1.4-SR7) 2013.07.09.";9750
4635;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A68-14(3.10.23-FN4);2013;16-APR-13;25-APR-14;"SQUALIO Lietuva, UAB (DPA Lietuva, UAB)";300110318;"Papildomas susitarimas prie 2011-04-26 Operacinių sistemų ir biuro programinės įrangos nuomos Vilniaus miesto savivaldybės administracijai sutarties Nr. A68-5(3.10.23-FN4)";
4636;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-19(3.10.22-FN4);2013;12-APR-13;11-APR-14;"New Agency, UAB";302704981;"""SMART VILNIUS"" firminio stiliaus kūrimo pirkimo sutartis";9982.5
4685;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-817-(2.1.4-SR7);2013;16-APR-13;15-APR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-817-(2.1.4-SR7) 2013.04.16.";9750
4686;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-817-(2.1.4-SR7);2013;16-APR-13;15-APR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-817-(2.1.4-SR7) 2013.04.16.";9750
4687;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-817-(2.1.4-SR7);2013;16-APR-13;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-817-(2.1.4-SR7) 2013.04.16.";9750
4688;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-817-(2.1.4-SR7);2013;16-APR-13;15-APR-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-817-(2.1.4-SR7) 2013.04.16.";9750
