SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
3361;"Vilniaus miesto savivaldybės administracija";"Bendra sutartis";14-265(1-223);2011;21-SEP-11;21-SEP-15;"Vilniaus autobusai, UAB";120058617;;
3424;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"219-oji DNSB";124802725;"Kompensacija Sausio 13 nukentėjusiems";101367.01
3440;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"663-oji DNSB";124805988;"Kompensacija Sausio 13 nukentėjusiems";101367.01
3441;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"453-OJI DNSB";125119173;"Kompensacija Sausio 13 nukentėjusiems";101367.01
3307;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"DNSB M.K.Oginskio g. 19";300037756;"Kompensacijos Sausio 13 nukentėjusiems";101367.01
3337;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"250-oji DNSB";124985625;"Kompensacijos Sausio 13 nukentėjusiems";101367.01
3302;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A72-2127(3.1.36-SR);2011;22-DEC-11;22-DEC-15;"Karoliniškių poliklinika, VŠĮ";124244754;"Lėšų skyrimo sutartis";85499.7
3451;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-82(3.1.36-SR);2012;30-JAN-12;29-JAN-11;"Širvintų parapijos globos namai";191727747;"ILGALAIKĖS (TRUMPALAIKĖS) SOICALINĖS GLOBOS IŠLAIDŲ KOMPENSAVIMO SUTARTIS";922613.53
3421;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-5(3.10.22-SR);2012;20-JAN-12;19-JAN-15;"Vilties akimirka, VŠĮ";124863190;"Dienos socialinės globos paslaugų teikimo sunkią proto negalią turintiems asmenims sutartis";542168.67
3499;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"412-oji DNSB";125120670;"Kompensacijos Sausio 13 nukentėjusiems";101367.01
3363;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2206(3.1.36-UK);2011;30-DEC-11;31-DEC-16;"Vilniaus apšvietimas, UAB";120125820;"Vilniaus miesto gatvių apšvietimo elektros tinklų priežiūra ir darbai";
3364;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2230(3.1.36-UK);2011;30-DEC-11;30-DEC-18;"Vilniaus miesto parkai VŠĮ";302705154;"Vilniaus miesto teritorijų želdinių sodinimo, želdinių priežiūros ir sanitarinio valymo paslaugos";
3365;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2182(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Skubūs, neatidėliotini avariniai darbai tvarkant ar remontuojant Vilniaus miesto gatvių ir kiemų dangas";
3366;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2183(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Vilniaus miesto teritorijų sanitarinio valymo ir želdinių priežiūros paslaugos";
3367;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2185(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Skubūs, neatidėliotini pastatų, inžinerinių statinių (avarinės būklės ar turinčių galimos avarinės būklės požymių) avarinės būklės likvidavimo, lokalizavimo, atstatymo, remonto, griovimo darbai bei paslaugos";
3368;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2186(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Bešeimininkių padangų išvežimo utilizavimui paslaugos Vilniaus mieste";
3369;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2187(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Grafiti pašalinimo nuo paminklų, paminklinių lentų, tiltų ir viadukų paslaugos";
3370;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2189(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Vilniaus miesto gatvių priežiūros žiemą, lietaus nuotekų tinklų priežiūros ir eksploatavimo, avarinių situacijų lokalizavimo, smėlio, sniego ir grunto sąvartynų eksploatavimo, mechanizuoto važiuojamosios gatvių dalies valymo ir plovimo, ...";
3371;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2190(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Centrinės dispečerinės funkcijos ir vidaus tinklų avarinės tarnybos budėjimo (2009-09-09 Vilniaus miesto savivaldybės tarybos sprendimas Nr.1-1178) paslaugos";1682692.31
3372;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2191(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Vilniaus miesto Rytinės, Pietinės ir Centrinės dalių gatvių ir kiemų dangos remonto bei priežiūros darbai";
3373;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2192(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Maudymosi ir gyventojų poilsio prie vandens organizavimo Vilniaus miesto paplūdimiuose paslaugos";1844879.52
3374;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-2193(3.1.36-UK);2011;29-DEC-11;29-DEC-18;"Grinda, UAB";120153047;"Vilniaus miesto saugotinų medžių ir krūmų, augančių ne miško žemėje, priežiūros paslaugos";
3480;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"Ekonovus, UAB";141686027;"Kompensacija Sausio 13 nukentėjusiems";101367.01
3905;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A68-16 (3.10.23-UK)";2012;07-JUN-12;07-JUN-15;"Keluva, UAB";121543961;"2010-06-07 prekių tiekimo sutarties Nr. A68-16 (3.10.23-UK) pratęsimas";
3906;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A68-17 (3.10.23-UK)";2012;07-JUN-12;07-JUN-15;"Baltkalis, UAB";125025140;"2010-06-07 prekių tiekimo sutarties Nr. A68-18 (3.10.23-UK) pratęsimas";
3907;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A68-18 (3.10.23-UK)";2012;07-JUN-12;07-JUN-15;"Baltkalis, UAB";125025140;"2010-06-07 prekių tiekimo sutarties Nr. A68-15 (3.10.23-UK) pratęsimas";
4272;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1700(3.1.36-SR);2012;28-NOV-12;28-NOV-11;"Švenčionėlių vaikų globos namai (reorganizuoti nuo 20130101)";190980320;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4273;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1758(3.1.36-SR);2012;13-DEC-12;13-DEC-11;"Pabradės vaikų globos namai";190980288;"SOCIALIN4S GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4344;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-943(3.1.36-EM);2012;27-JUN-12;26-JUN-25;"Neįgalumo ir darbingumo nustatymo tarnyba prie Socialinės apsaugos ir darbo ministerijos";300121001;"Asmens duomenų teikimo sutartis";
4082;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A64-151 (3.10.22-UK)";2012;03-OCT-12;03-OCT-15;"Economus, UAB";300582646;"Vaikų žaidimo aikštelių ""Hags"" tipo įrenginių priežiūros paslaugos";
4084;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";14-213;2011;30-DEC-11;30-DEC-19;"Litgrid, AB";302564383;"Jungtinės veiklos sutartis su LITGRID AB ir LITGRID turtas AB dėl 110 kV orinės elektros perdavimo linijos pakeitimo kabeline nuo L. Asanavičiūtės g. iki Ozoz g.";
4217;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A333-1(2.9.3.9-UK6);2012;28-SEP-12;28-SEP-17;"Centvalis, UAB";126200023;"Keleivių vežimo autobusais vietinio reguliaraus susisiekimo maršrutais paslaugos";
4251;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-176(3.10.22-UK);2012;30-NOV-12;29-NOV-15;"Tiltuva, UAB";120144379;"Vilniaus miesto inžinerinių statinių keliuose priežiūros paslaugos";
4265;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-30934/5;2012;23-OCT-12;31-DEC-15;"Fegda, UAB";110801759;"sutarties perėmimas Grinda	A72-2190(3.1.36-UK)	2011.12.29	3371";96955.12
4266;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-35308/6;2012;29-NOV-12;31-DEC-15;"Stebulė, UAB";122211549;"sutarties perėmimas Grinda	A72-2190(3.1.36-UK)	2011.12.29	3371";48477.56
4267;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-35308/7;2012;29-NOV-12;31-DEC-15;"Stebulė, UAB";122211549;"sutarties perėmimas Grinda	A72-2182(3.1.36-UK)	2011.12.29	3365";2973.01
4268;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-35308/8;2012;29-NOV-12;31-DEC-15;"Stebulė, UAB";122211549;"sutarties perėmimas Grinda	A72-2187(3.1.36-UK)	2011.12.29	3369";1513.9
4345;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A72-1284(3.1.36-EM);2012;06-AUG-12;01-JAN-99;"Neįgalumo ir darbingumo nustatymo tarnyba prie Socialinės apsaugos ir darbo ministerijos";300121001;"Papildomas susitarimas Nr. 1 prie 2012-06-27 Asmens duomenų teikimo sutarties Nr A72-943(3.1.36-EM)";
4081;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A62-126 (3.10.21-UK)";2012;03-OCT-12;03-OCT-15;"Vizualinių komunikacijų studija, VšĮ";124631861;"2010-10-21 rangos sutarties Nr. A62-72 (3.10.21-UK) pratęsimas";
4096;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-134 (3.10.21-UK)";2012;08-OCT-12;08-OCT-15;"Zona optima, UAB";186077963;"Kelio ženklų ""stotelė"" keleivinio transporto stotelėse pastatymo ir remonto darbai";
4173;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-32(3.10.23-FN4);2012;22-OCT-12;22-OCT-15;"IT Gama, UAB";302786971;"Stacionarių ir nešiojamų kompiuterių su monitorias pirkimo sutartis";63177.71
4180;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1613(3.1.36-SR);2012;31-OCT-12;31-OCT-11;"VšĮ Vilniaus SOS vaikų kaimas";124009158;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4181;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1612(3.1.36-SR);2012;31-OCT-12;31-OCT-11;"LPF Visos Lietuvos vaikai";192003818;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4182;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1611(3.1.36-SR);2012;31-OCT-12;31-OCT-11;"VŠĮ ""Atsigręžk į vaikus""";124015620;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4183;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A-1611(3.1.36-SR);2012;31-OCT-12;31-OCT-11;"VŠĮ ""Atsigręžk į vaikus""";124015620;"SOCIALINĖS GLBOOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4184;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1610(3.1.36-SR);2012;31-OCT-12;31-OCT-11;"Visų Šventųjų parapijos Vaikų laikinos globos namai";125013362;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4247;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-35535;2012;30-NOV-12;31-DEC-15;"Eurovia Lietuva";121949798;"sutarties perėmimas UAB ""Gatvių statyba""	A62-37(3.10.21-UK)	2011.05.27	2686";857093.38
4280;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-39(3.10.23-FN4);2012;10-DEC-12;10-MAR-15;"ARX Bendra Lietuvos-Čekijos įmonė, UAB";110514951;"Automobilių ir jų garantinio, negarantinio remonto ir techninio aptarnavimo paslaugų pirkimo sutartis";46328.2
4503;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-345-(2.1.4-SR7);2013;20-FEB-13;19-FEB-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-345-(2.1.4-SR7) 2013.02.20.";42.59
4507;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-345-(2.1.4-SR7);2013;20-FEB-13;19-FEB-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-345-(2.1.4-SR7) 2013.02.20.";26.36
4508;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-345-(2.1.4-SR7);2013;20-FEB-13;19-FEB-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-345-(2.1.4-SR7) 2013.02.20.";74.23
4509;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-345-(2.1.4-SR7);2013;20-FEB-13;19-FEB-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-345-(2.1.4-SR7) 2013.02.20.";2823.8
4477;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-345-(2.1.4-SR7);2013;20-FEB-13;19-FEB-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-345-(2.1.4-SR7) 2013.02.20.";58.2
4606;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A72-944(3.1.36-UK);2011;28-APR-11;28-APR-15;"Vilniaus vystymo kompanija, UAB";120750163;"Projektų (ugdymo įstaigų) valdymo finansavimo sutartis";724050.05
4399;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";1.08
4401;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";54.63
4403;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";.08
4404;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";12.75
4406;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";58.52
4408;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-43-(2.1.4-SR);2013;09-JAN-13;08-JAN-15;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-43-(2.1.4-SR) 2013.01.09.";99.67
4424;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-56(3.1.36-SR);2013;18-JAN-13;18-JAN-12;"Švenčionių rajono Socialinių paslaugų centras";191826617;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4376;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37484;2012;13-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis UAB ""Vilniaus viešasis transportas"" 1-250 2011.10.12 3359	29-291(1.2.16-AD4) 2012.11.30 2014.06.25";6576283.88
4377;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37694;2012;17-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis Grinda A72-2192(3.1.36-UK)	2011.12.29 3373 29-292(1.2.16-AD4) 2012.12.03 2014.05.20";68134.72
4378;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37694/1;2012;17-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis Grinda A72-2189(3.1.36-UK) 2011.12.29 3370 29-292(1.2.16-AD4) 2012.12.03 2014.05.20";1305885.38
4379;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37694/2;2012;17-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis Grinda A72-2183(3.1.36-UK) 2011.12.29 3366 29-292(1.2.16-AD4) 2012.12.03 2014.05.20";1602963.47
4380;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37694/3;2012;17-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis Grinda A72-2191(3.1.36-UK) 2011.12.29 3372 29-292(1.2.16-AD4) 2012.12.03 2014.05.20";208249.9
4381;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-37694/4;2012;17-DEC-12;31-DEC-15;"Šiaulių bankas, AB";112025254;"perimama sutartis Grinda A72-2182(3.1.36-UK) 2011.12.29 3365 29-292(1.2.16-AD4) 2012.12.03 2014.05.20";901.06
4482;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"Admeo, UAB (Castrade Service, UAB)";302746208;"Kompensacijos nukentėjusiems nuo Sausio 13";101367.01
5446;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-177;2013;20-DEC-13;15-MAR-15;"MB PUPA-strateginė urbanistika";303089256;"RE-Block projekto pilotinės teritorijos vizijos parengimas";2896.2
5445;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-178;2013;20-DEC-13;01-FEB-15;"MB PUPA-strateginė urbanistika";303089256;"RE-Block darbo grupės veiklos ir tarptautinio renginio organizavimas";2838.28
5254;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-97(3.10.22-EK);2013;23-AUG-13;23-FEB-15;"AF-Hansen&Henneberg A/S";DK13590885;"dėl finansavimo";80741.43
5272;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-99(3.10.21-UK);2013;19-NOV-13;19-NOV-16;"BISERIS, UAB";222288190;"Gatvių dangos žymėjimo ir eismo saugumo priemonių įrengimo darbai Vilniaus mieste";
5469;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";Nr.A68-1/14(3.10.23-FN4);2014;10-JAN-14;10-JAN-17;"Elektrum Lietuva, UAB";301506046;"Elektros pirkimo sutartis Nr.CPO26451";
5471;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-105/14(2.1.4-SR7);2014;20-JAN-14;19-JAN-16;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-105/14(2.1.4-SR7)2014-01-20";347.53
5472;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-105/14(2.1.4-SR7);2014;20-JAN-14;19-JAN-16;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-105/14(2.1.4-SR7)";112.95
5473;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-105/14(2.1.4-SR7);2014;20-JAN-14;19-JAN-16;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-105/14(2.1.4-SR7)2014.01.20";1709.05
5474;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-105/14(2.1.4-SR7);2014;20-JAN-14;19-JAN-16;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-105/14(2.1.4-SR7)2014-01-20";1552.37
5230;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-84;2013;01-AUG-13;30-JUN-15;Provisus;123953838;"Projekto RE-Block išlaidų teisėtumo ir panaudojimo teisingumo tikrinimo paslaugos";1682.11
5495;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-2/14(3.10.21-UK);2014;10-FEB-14;10-FEB-15;"Vizualinių komunikacijų studija, VšĮ";124631861;"Šventinis miesto papuošimas vėliavėlėmis vasario 16-osios, Kovo 11-osios, Mindaugo karūnavimo ir kitomis progomis";
5509;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-17/14(3.10.22-UK);2014;17-FEB-14;17-FEB-17;"Stebulė, UAB";122211549;"Vilniaus miesto savivaldybės valdomų valstybinės reikšmės miško parkų priežiūros ir tvarkymo paslaugos";
5510;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-320/14(2.1.4-SR7);2014;14-FEB-14;13-FEB-16;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-320/14(2.1.4-SR7) 2014-0214";1882.53
5512;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A62-5/14(3.10.21-UK);2014;20-FEB-14;20-FEB-15;"Tiltuva, UAB";120144379;"2013-02-18 darbų atlikimo sutarties Nr.A62-4(3.10.21-UK) pratęsimas";
5290;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-98(3.10.21-UK);2013;18-NOV-13;18-NOV-16;"Švenčių studija, UAB";126060977;"Šventinis televizijos bokšto papuošimas Šv. Kalėdų ir Naujųjų Metų švenčių proga";17377.2
