BIUDZETAS,ASIGNAVIMU_VALDYTOJAS,AV_DESCRIPTION,FIN_SALTINIS,FIN_DESCRIPTION,PRIEMONE,PRIEM_DESCRIPTION,PROGRAMA,PROG_DESCRIPTION,TIKSLAS,TIKSL_DESCRIPTION,FUNKCINE_KLAS,FUNK_DESCRIPTION,EKONOMINE_KLAS,EKON_DESCRIPTION,EKON_TIPAS,SAMATA,SAM_DESCRIPTION,PROG_VYKD,PROG_VYKD_DESCRIPTION,METINE_SUMA,I_KETV,II_KETV,III_KETV,IV_KETV
"2017 M VMS PROJ",190017833," lopšelis-darželis ""Žvangutis""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1000,1000,0,0,0
"2017 M VMS PROJ",190017833," lopšelis-darželis ""Žvangutis""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1500,1500,0,0,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.1.,Mityba,KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",2500,2500,0,0,0
"2017 M VMS PROJ",191713231," Žaliakalnio pradinė mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.1.,Mityba,KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",100,100,0,0,0
"2017 M VMS PROJ",191665295," vaikų ir jaunimo klubas ""Ąžuoliukas""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",3600,3600,0,0,0
"2017 M VMS PROJ",191664574," vaikų ir jaunimo klubas ""Liepsnelė""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.2.,"Medikamentai (ir darbuotojų sveikatos tikrinimas)",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",100,100,0,0,0
"2017 M VMS PROJ",191664193," vaikų ir jaunimo klubas ""Verdenė""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1000,1000,0,0,0
"2017 M VMS PROJ",190013393," darželis-mokykla ""Vaivorykštė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",3.1.1.3.1.2.,"Kitos mašinos ir įrenginiai",TURTUI,4000141,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",1000,,1000,0,0
"2017 M VMS PROJ",190007159," Liepkalnio pagrindinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.01.01.,"Mokyklos, priskiriamos pagrindinės mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000278,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose (pagrindinės įstaigos BĮBA)",1030000,"Miesto ūkio departamentas",5600,1900,1200,600,1900
"2017 M VMS PROJ",190016165," ""Pelėdos"" pradinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",1200,300,300,300,300
"2017 M VMS PROJ",191722390," Pranciškaus Skorinos vidurinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.02.01.,"Mokyklos, priskiriamos vidurinės mokyklos tipui",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000229,"Tėvų mokesčio surinkimas bendrojo ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",200,100,100,0,0
"2017 M VMS PROJ",191665861," ""Atžalyno"" pradinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.1.,Mityba,KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",14900,4500,3700,3000,3700
"2017 M VMS PROJ",191665861," ""Atžalyno"" pradinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",1000,300,200,200,300
"2017 M VMS PROJ",190006242," ""Spindulio"" pagrindinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.01.01.,"Mokyklos, priskiriamos pagrindinės mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000278,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose (pagrindinės įstaigos BĮBA)",1030000,"Miesto ūkio departamentas",22400,5600,5600,5600,5600
"2017 M VMS PROJ",190006242," ""Spindulio"" pagrindinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.01.01.,"Mokyklos, priskiriamos pagrindinės mokyklos tipui",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000278,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose (pagrindinės įstaigos BĮBA)",1030000,"Miesto ūkio departamentas",200,200,0,0,0
"2017 M VMS PROJ",190001462," Vladislavo Sirokomlės vidurinė mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.02.01.,"Mokyklos, priskiriamos vidurinės mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000229,"Tėvų mokesčio surinkimas bendrojo ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1000,400,300,100,200
"2017 M VMS PROJ",303384413,"Vilniaus Santariškių lopšelis-darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000071,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",9100,2300,2300,2300,2200
"2017 M VMS PROJ",191221415," Jaunųjų turistų centras",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",700,700,0,0,0
"2017 M VMS PROJ",191722390," Pranciškaus Skorinos vidurinė mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",300,300,0,0,0
"2017 M VMS PROJ",190027941," specialusis lopšelis-darželis ""Čiauškutis""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100202,"Mokamų paslaugų teikimas švietimo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.2.,"Medikamentai (ir darbuotojų sveikatos tikrinimas)",KITOS,4000238,"Mokamų paslaugų teikimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",100,100,0,0,0
"2017 M VMS PROJ",190007159," Liepkalnio pagrindinė mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",100,100,0,0,0
"2017 M VMS PROJ",190021721," lopšelis-darželis ""Boružėlė""",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.1.,Mityba,KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",12900,12900,0,0,0
"2017 M VMS PROJ",190016165," ""Pelėdos"" pradinė mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",500,500,0,0,0
"2017 M VMS PROJ",190016699," Vilkpėdės darželis-mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",200,200,0,0,0
"2017 M VMS PROJ",190016927," Birutės darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",800,200,200,200,200
"2017 M VMS PROJ",190034188,"Vilniaus ""Vilties"" specialioji mokykla-daugiafunkcinis centras",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.01.01.,"Mokyklos, priskiriamos pagrindinės mokyklos tipui",2.2.1.1.1.20.3.,"Vandentiekis ir kanalizacija",KITOS,4000279,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose (pagrindinės savarankiškos įstaigos)",1030000,"Miesto ūkio departamentas",1300,800,300,200,0
"2017 M VMS PROJ",190012149," Naujųjų Verkių lopšelis-darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",300,100,100,0,100
"2017 M VMS PROJ",190016884," lopšelis-darželis ""Pušynėlis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",600,200,100,200,100
"2017 M VMS PROJ",191662185," Balio Dvariono dešimtmetė muzikos mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1000,1000,0,0,0
"2017 M VMS PROJ",191664040," Naujininkų vaikų ir jaunimo klubas",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",1000,1000,0,0,0
"2017 M VMS PROJ",195472315," Jono Pauliaus II pagrindinė mokykla",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000145,"Tėvų mokesčio surinkimas ugdymo įstaigose (BĮ)",1030000,"Miesto ūkio departamentas",2000,2000,0,0,0
"2017 M VMS PROJ",190033848," lopšelis-darželis ""Vėrinėlis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1300,300,300,400,300
"2017 M VMS PROJ",303384413,"Vilniaus Santariškių lopšelis-darželis",64,"Lėšų likučiai iš biudžetinių įstaigų pajamų įmokų už paslaugas",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.08.01.01.,"Centralizuotos priemonės",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000146,"Tėvų mokesčio surinkimas ugdymo įstaigose (savarankiškos)",1030000,"Miesto ūkio departamentas",7973,7973,0,0,0
"2017 M VMS PROJ",191662228," Naujosios Vilnios muzikos mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100202,"Mokamų paslaugų teikimas švietimo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000290,"Mokamų paslaugų teikimas švietimo įstaigose (09.05.)",1030000,"Miesto ūkio departamentas",500,200,100,100,100
"2017 M VMS PROJ",191662947,"Chorinio dainavimo mokykla ,,Liepaitės” BĮ",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000281,"Tėvų mokesčio surinkimas neformaliojo ugdymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",23400,5000,5100,1000,12300
"2017 M VMS PROJ",191727213,"Lopšelis – darželis ,,Daigelis” BĮ",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000071,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",42800,12000,11000,7000,12800
"2017 M VMS PROJ",191662370," Broniaus Jonušo muzikos mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.1.1.1.1.1.,"Darbo užmokestis pinigais",DU,4000280,"Tėvų mokesčio surinkimas papildomo ugdymo įstaigose",1030000,"Miesto ūkio departamentas",35000,9000,10000,8000,8000
"2017 M VMS PROJ",191662370," Broniaus Jonušo muzikos mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.6.,"Transporto išlaikymas",KITOS,4000280,"Tėvų mokesčio surinkimas papildomo ugdymo įstaigose",1030000,"Miesto ūkio departamentas",600,200,100,200,100
"2017 M VMS PROJ",191727213,"Lopšelis – darželis ,,Daigelis” BĮ",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000071,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",1200,,,,1200
"2017 M VMS PROJ",191727213,"Lopšelis – darželis ,,Daigelis” BĮ",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",3.1.1.3.1.2.,"Kitos mašinos ir įrenginiai",TURTUI,4000071,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",1000,,,1000,0
"2017 M VMS PROJ",190009548,"Suaugusiųjų mokymo centras BĮ",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100202,"Mokamų paslaugų teikimas švietimo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.02.02.01.,"Mokyklos, priskiriamos vidurinės mokyklos tipui",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000231,"Mokamų paslaugų teikimas gimnazijose ir vidurinėse mokyklose (SAVARANKIŠKOS ĮSTAIGOS)",1030000,"Miesto ūkio departamentas",2200,1400,800,0,0
"2017 M VMS PROJ",190013055," lopšelis-darželis ""Rasa""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",61500,18500,15400,12300,15300
