BIUDZETAS,ASIGNAVIMU_VALDYTOJAS,AV_DESCRIPTION,FIN_SALTINIS,FIN_DESCRIPTION,PRIEMONE,PRIEM_DESCRIPTION,PROGRAMA,PROG_DESCRIPTION,TIKSLAS,TIKSL_DESCRIPTION,FUNKCINE_KLAS,FUNK_DESCRIPTION,EKONOMINE_KLAS,EKON_DESCRIPTION,EKON_TIPAS,SAMATA,SAM_DESCRIPTION,PROG_VYKD,PROG_VYKD_DESCRIPTION,METINE_SUMA,I_KETV,II_KETV,III_KETV,IV_KETV
"2017 M VMS PROJ",303013956,"VšĮ „Mamos Delne“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",43200,16200,16200,10800,0
"2017 M VMS PROJ",303194093,"UAB „Superdarželiai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",29600,11100,11100,7400,0
"2017 M VMS PROJ",302676756,"VšĮ „Varniukai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",34400,12900,12900,8600,0
"2017 M VMS PROJ",302442881,"Vilniaus Montessori",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",32000,12000,12000,8000,0
"2017 M VMS PROJ",303776357,"VšĮ „Vaikų dvarelis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",52000,19500,19500,13000,0
"2017 M VMS PROJ",303123908,"VšĮ „Žemės aidas“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",37600,14100,14100,9400,0
"2017 M VMS PROJ",302991855,"Geniukas, VŠĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",17600,6600,6600,4400,0
"2017 M VMS PROJ",304078921,"VšĮ „Vaikystės vėjas“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",23200,8700,8700,5800,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.20.3.,"Vandentiekis ir kanalizacija",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",1000,300,200,200,300
"2017 M VMS PROJ",304054870,"UAB ""Vaikystės stebuklas""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",10400,3900,3900,2600,0
"2017 M VMS PROJ",304381854,"UAB Abėcėlė",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",14400,3600,5400,5400,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.2.,"Medikamentai (ir darbuotojų sveikatos tikrinimas)",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",300,100,100,100,0
"2017 M VMS PROJ",191713384," Šeškinės pradinė mokykla",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",5800,1700,1500,1000,1600
"2017 M VMS PROJ",191713384," Šeškinės pradinė mokykla",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",300,,100,100,100
"2017 M VMS PROJ",302593755,"Privati ikimokyklinė įtaiga Viešoji įstaiga „Balsių darželis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",34400,12900,12900,8600,0
"2017 M VMS PROJ",303974353,"UAB „Pabirutis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",17600,6600,6600,4400,0
"2017 M VMS PROJ",300556726,"UAB „Pažinimo medis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",12800,4800,4800,3200,0
"2017 M VMS PROJ",302557111,"Vaikystės takas VŠĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",52000,19500,19500,13000,0
"2017 M VMS PROJ",302625968,"VšĮ „Vaikų Akademija“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",12000,4500,4500,3000,0
"2017 M VMS PROJ",302602019,"Privati ikimokyklinė įtaiga UAB „Vaikystės Sodas“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",444000,166500,166500,111000,0
"2017 M VMS PROJ",303032344,"Žemuogėlių pieva, VšĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",17600,6600,6600,4400,0
"2017 M VMS PROJ",303960460,"VšĮ Šiaurės licėjus",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",24800,9300,9300,6200,0
"2017 M VMS PROJ",303378734,"VšĮ ""Aitvariukai""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",7200,2700,2700,1800,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",700,200,200,100,200
"2017 M VMS PROJ",304277364,"UAB mokykla ""Užupynė""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",12800,4800,4800,3200,0
"2017 M VMS PROJ",191713384," Šeškinės pradinė mokykla",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.5.,"Ryšių paslaugos",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",200,100,0,100,0
"2017 M VMS PROJ",300776494,"Namelis medyje vaikų darželis (privati ikimokyklinė įstaiga), VŠĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",50400,18900,18900,12600,0
"2017 M VMS PROJ",303162505,"Viešoji įstaiga „Sarmatika“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",23200,8700,8700,5800,0
"2017 M VMS PROJ",191743947,"Privati ikimokyklinė įstaiga Viešoji įstaiga „SG8“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",175200,65700,65700,43800,0
"2017 M VMS PROJ",301680552,"UAB „Tangramo grupė“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",32800,12300,12300,8200,0
"2017 M VMS PROJ",304184006,"VŠĮ ""Parko jonvabaliai""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",20800,7800,7800,5200,0
"2017 M VMS PROJ",191713384," Šeškinės pradinė mokykla",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.7.2.1.1.1.A.," iš jų : nemokamas moksleivių maitinimas",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",200,,100,100,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.1.1.1.1.1.,"Darbo užmokestis pinigais",DU,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",212000,53700,53700,53400,51200
"2017 M VMS PROJ",195474138,"VšĮ I. Lauciuvienės darželis mokykla „Dūzginėlio bitutės“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",36800,13800,13800,9200,0
"2017 M VMS PROJ",303053648,"VšĮ „Pupų pėdelis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",36000,13500,13500,9000,0
