SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS;
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/123-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"38.5";"0";"38.5";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/129-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"691.56";"0";"691.56";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/13-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"661.22";"0";"661.22";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/130-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"113.99";"0";"113.99";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/132-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"105.9";"0";"105.9";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/134-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1120.3";"0";"1120.3";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/146-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"80.27";"0";"80.27";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/148-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"460.03";"0";"460.03";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/15-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1607.1";"0";"1607.1";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/153-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"287.89";"0";"287.89";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/155-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"200.64";"0";"200.64";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/160-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"273.47";"0";"273.47";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/162-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"77.67";"0";"77.67";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/167-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"116.68";"0";"116.68";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/171-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000278";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"712.13";"0";"712.13";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/179-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1147.69";"0";"1147.69";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/183-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"155.88";"0";"155.88";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/187-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"370";"0";"370";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/193-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"38.07";"0";"38.07";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/195-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"847.39";"0";"847.39";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/199-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000278";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"43.18";"0";"43.18";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/201-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"222.89";"0";"222.89";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/205-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"664.01";"0";"664.01";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/209-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1489.53";"0";"1489.53";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/211-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"20";"0";"20";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/214-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1802.72";"0";"1802.72";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/216-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"110.45";"0";"110.45";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/224-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"211.42";"0";"211.42";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/230-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"198.12";"0";"198.12";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/232-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"101.01";"0";"101.01";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/234-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"223.14";"0";"223.14";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/236-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"223.88";"0";"223.88";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/238-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"125.5";"0";"125.5";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/240-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"57.66";"0";"57.66";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/247-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"145";"0";"145";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/265-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"767.8";"0";"767.8";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/268-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1013.98";"0";"1013.98";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/279-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"107.59";"0";"107.59";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/28-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"332.18";"0";"332.18";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/281-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"328.11";"0";"328.11";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/285-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1151.58";"0";"1151.58";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/296-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000229";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"123.67";"0";"123.67";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/307-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"157.91";"0";"157.91";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/34-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"11.6";"0";"11.6";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/37-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"232.01";"0";"232.01";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/39-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"110.06";"0";"110.06";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/41-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"534.08";"0";"534.08";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/42-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"98.84";"0";"98.84";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/43-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"125.02";"0";"125.02";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/51-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"309.66";"0";"309.66";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/54-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"53.76";"0";"53.76";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/56-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"313.48";"0";"313.48";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/62-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"23.67";"0";"23.67";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/66-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"194.52";"0";"194.52";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/68-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"313.67";"0";"313.67";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/69-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"783.24";"0";"783.24";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/7-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"108.44";"0";"108.44";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/72-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000278";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"787.01";"0";"787.01";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/73-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"583.94";"0";"583.94";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/84-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"496.45";"0";"496.45";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/85-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"997.35";"0";"997.35";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/9-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"335.98";"0";"335.98";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/91-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"336.43";"0";"336.43";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3474/95-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"622.46";"0";"622.46";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/11-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1073.8";"0";"1073.8";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/22-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"243.85";"0";"243.85";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/23-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100102";"4000130";"2.2.1.1.1.16.";"1030000";"Švietimo, kultūros ir sporto departamentas";"12";"0";"12";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/24-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"27.78";"0";"27.78";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/25-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"173.24";"0";"173.24";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/29-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"31.89";"0";"31.89";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/3-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100102";"4000130";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"48.1";"0";"48.1";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/31-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"155.51";"0";"155.51";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/33-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"57";"0";"57";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/34-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.16.";"1030000";"Švietimo, kultūros ir sporto departamentas";"100";"0";"100";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/35-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"32.34";"0";"32.34";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/38-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"875.17";"0";"875.17";"";"Administracija EUR";
