BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";190005717;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000152;21070;000000000;0000000;57800;28900;8800;0;20100
"2022 VMS IV K.";190000360;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000153;21070;000000000;0000000;58700;22900;0;0;35800
"2022 VMS IV K.";191662228;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.1.;4000240;21070;000000000;0000000;99700;13400;49200;0;37100
"2022 VMS IV K.";190020391;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;9200;2300;2100;2700;2100
"2022 VMS IV K.";190029383;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;45400;13800;6700;15100;9800
"2022 VMS IV K.";190017452;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;7300;1600;1700;2500;1500
"2022 VMS IV K.";190020587;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;14400;4700;2100;4300;3300
"2022 VMS IV K.";190021874;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;12800;3100;2900;3900;2900
"2022 VMS IV K.";190025890;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;10100;2200;2800;2400;2700
"2022 VMS IV K.";190017986;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;7300;1800;1700;2100;1700
"2022 VMS IV K.";190025552;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;11700;2800;2600;3600;2700
"2022 VMS IV K.";190028477;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;23500;5800;5400;6800;5500
"2022 VMS IV K.";190028096;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;11600;2800;2600;3600;2600
"2022 VMS IV K.";190023163;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;17500;4500;3800;5300;3900
"2022 VMS IV K.";191665480;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.2.;4000080;21070;000000000;0000000;15100;4000;4800;1900;4400
"2022 VMS IV K.";190006961;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;18300;5700;4600;3200;4800
"2022 VMS IV K.";190007878;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;22300;4600;4700;8200;4800
"2022 VMS IV K.";191818093;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.2.;4000240;21070;000000000;0000000;3900;1700;300;600;1300
"2022 VMS IV K.";190021721;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;4100;1100;1100;800;1100
"2022 VMS IV K.";301879757;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;4600;1200;1000;1400;1000
"2022 VMS IV K.";190025890;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;2700;900;700;400;700
"2022 VMS IV K.";190020968;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;3400;900;800;800;900
"2022 VMS IV K.";190019460;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";147367552;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;140900;33500;57200;11800;38400
"2022 VMS IV K.";301680552;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;179000;41600;71100;14700;51600
"2022 VMS IV K.";195003862;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.3.;4000150;21070;000000000;0000000;4900;1100;1000;2000;800
"2022 VMS IV K.";190005293;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.3.;4000151;21070;000000000;0000000;7100;900;2900;0;3300
"2022 VMS IV K.";190006961;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.3.;4000152;21070;000000000;0000000;2400;800;700;400;500
"2022 VMS IV K.";190004387;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.3.;4000152;21070;000000000;0000000;1600;500;500;200;400
"2022 VMS IV K.";190009886;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.3.;4000152;21070;000000000;0000000;600;200;200;100;100
"2022 VMS IV K.";191662185;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.3.;4000240;21070;000000000;0000000;2200;500;500;800;400
"2022 VMS IV K.";190015825;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000011;21070;000000000;0000000;600;800;0;0;-200
"2022 VMS IV K.";303318623;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000011;21070;000000000;0000000;500;700;0;0;-200
"2022 VMS IV K.";290031830;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;700;1000;-300;0;0
"2022 VMS IV K.";190031982;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
"2022 VMS IV K.";190016546;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;200;200;0;0;0
"2022 VMS IV K.";190016884;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
"2022 VMS IV K.";304111905;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
"2022 VMS IV K.";190009167;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.4.;4000115;21070;000000000;0000000;600;900;0;0;-300
"2022 VMS IV K.";195472315;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.4.;4000150;21070;000000000;0000000;3200;4800;-1600;0;0
"2022 VMS IV K.";290004420;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.4.;4000150;21070;000000000;0000000;1400;2000;-600;0;0
"2022 VMS IV K.";190006242;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.4.;4000150;21070;000000000;0000000;2100;3200;-1100;0;0
"2022 VMS IV K.";302420721;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.4.;4000152;21070;000000000;0000000;1600;2400;-800;0;0
"2022 VMS IV K.";191662413;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.4.;4000240;21070;000000000;0000000;600;800;-200;0;0
"2022 VMS IV K.";191662185;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.4.;4000240;21070;000000000;0000000;1500;2200;-700;0;0
"2022 VMS IV K.";190016927;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.16.;4000010;21070;000000000;0000000;1200;500;500;0;200
"2022 VMS IV K.";290031830;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.16.;4000010;21070;000000000;0000000;1100;500;500;0;100
"2022 VMS IV K.";290028510;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.16.;4000010;21070;000000000;0000000;600;500;300;0;-200
"2022 VMS IV K.";190004234;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.16.;4000080;21070;000000000;0000000;1100;500;500;100;0
"2022 VMS IV K.";190003666;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.16.;4000150;21070;000000000;0000000;1000;500;500;0;0
"2022 VMS IV K.";195472315;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.16.;4000150;21070;000000000;0000000;1000;500;500;0;0
"2022 VMS IV K.";190008065;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.16.;4000150;21070;000000000;0000000;500;500;500;-500;0
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.16.;4000152;21070;000000000;0000000;700;500;500;-400;100
"2022 VMS IV K.";191317118;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.16.;4000152;21070;000000000;0000000;1000;500;500;0;0
"2022 VMS IV K.";190004387;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.16.;4000152;21070;000000000;0000000;1000;500;500;0;0
"2022 VMS IV K.";304089960;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.16.;4000152;21070;000000000;0000000;1000;500;500;0;0
"2022 VMS IV K.";190019841;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;4600;700;1400;1600;900
"2022 VMS IV K.";190015782;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;8300;1800;3200;1900;1400
"2022 VMS IV K.";190020249;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;3200;600;1000;1100;500
"2022 VMS IV K.";190028858;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;10000;2500;4000;2000;1500
"2022 VMS IV K.";190011951;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;7200;1300;2300;2200;1400
"2022 VMS IV K.";190021155;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;7500;1600;2500;1800;1600
"2022 VMS IV K.";191326124;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;5200;1300;2100;1000;800
"2022 VMS IV K.";290026840;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;7300;1000;2400;2600;1300
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.1.;4000010;21070;000000000;0000000;5200;1300;2100;1000;800
"2022 VMS IV K.";190009167;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.1.;4000115;21070;000000000;0000000;600;200;200;100;100
"2022 VMS IV K.";195472315;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.1.;4000150;21070;000000000;0000000;900;200;100;300;300
"2022 VMS IV K.";190007159;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.1.;4000150;21070;000000000;0000000;200;100;0;100;0
"2022 VMS IV K.";290008970;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.1.;4000150;21070;000000000;0000000;600;100;200;200;100
"2022 VMS IV K.";190661333;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.1.;4000153;21070;000000000;0000000;500;100;200;100;100
"2022 VMS IV K.";304831867;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.30.L.;4000030;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";191715392;0000000;0205;201060101;09.02.02.01.;2.2.1.1.1.16.;4000180;21070;000000000;0000000;2200;900;1300;0;0
"2022 VMS IV K.";303289591;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.16.;4000030;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";303033784;0000000;0205;201060101;09.02.02.01.;2.2.1.1.1.16.;4000180;21070;000000000;0000000;6000;2400;3600;0;0
"2022 VMS IV K.";302592863;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.16.;4000030;21070;000000000;0000000;900;400;500;0;0
"2022 VMS IV K.";302498264;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.16.;4000030;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";304054870;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.21.;4000030;21070;000000000;0000000;800;300;500;0;0
"2022 VMS IV K.";291812440;0000000;0205;201060101;09.02.02.01.;2.2.1.1.1.21.;4000180;21070;000000000;0000000;5000;2000;3000;0;0
"2022 VMS IV K.";302588288;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.21.;4000030;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";304184006;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.21.;4000030;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";111951498;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;4400;900;1500;300;1700
"2022 VMS IV K.";195004964;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;1600;400;700;100;400
"2022 VMS IV K.";303033784;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4000347;21070;000000000;0000000;134000;29700;51700;10100;42500
"2022 VMS IV K.";302592863;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;12100;3000;5200;1000;2900
"2022 VMS IV K.";122238891;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;6900;1700;3000;600;1600
"2022 VMS IV K.";302989085;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;2300;600;1000;200;500
"2022 VMS IV K.";303013956;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;6100;1400;2500;500;1700
"2022 VMS IV K.";304142231;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;19600;4900;8500;1700;4500
"2022 VMS IV K.";304184006;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;2800;600;1100;200;900
"2022 VMS IV K.";304794244;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;800;200;300;100;200
"2022 VMS IV K.";304452073;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000344;21070;000000000;0000000;400;100;200;0;100
"2022 VMS IV K.";302627435;0000000;0205;201060101;09.01.02.01.;2.1.2.1.1.1.;4000443;21070;000000000;0000000;1500;1400;0;0;100
