BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";190016165;0000000;01;201030105;09.01.02.01.;2.7.3.1.1.1.;4000080;21070;000000000;0000000;1000;500;200;300;0
"2022 VMS IV K.";191663091;0000000;01;201020101;09.05.01.01.;2.7.3.1.1.1.;4000240;21070;000000000;0000000;1200;300;800;100;0
"2022 VMS IV K.";190027375;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;5300;1200;600;3500;0
"2022 VMS IV K.";290029950;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;4000;900;300;2800;0
"2022 VMS IV K.";190022442;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;3300;900;0;2400;0
"2022 VMS IV K.";190033271;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;800;200;200;200;200
"2022 VMS IV K.";190027375;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;700;200;200;200;100
"2022 VMS IV K.";190014157;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;500;100;100;100;200
"2022 VMS IV K.";190028662;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";190020391;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;500;100;100;100;200
"2022 VMS IV K.";304111905;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000457;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";190002030;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000152;21070;000000000;0000000;322100;81000;145800;30400;64900
"2022 VMS IV K.";190009548;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000153;21070;000000000;0000000;232000;58800;105300;23500;44400
"2022 VMS IV K.";190004387;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000152;21070;000000000;0000000;291500;72900;131200;29100;58300
"2022 VMS IV K.";190005140;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000152;21070;000000000;0000000;271600;67900;122300;27100;54300
"2022 VMS IV K.";190033652;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;377700;94500;170100;37500;75600
"2022 VMS IV K.";190021155;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;382600;95800;172400;37700;76700
"2022 VMS IV K.";190022257;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;388600;97700;175000;37800;78100
"2022 VMS IV K.";190011613;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;377200;95800;172400;32300;76700
"2022 VMS IV K.";190012868;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;390700;97700;175800;39100;78100
"2022 VMS IV K.";190013055;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;362800;91300;163600;35000;72900
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;257700;64600;115800;25600;51700
"2022 VMS IV K.";190017267;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4000010;21070;000000000;0000000;253000;63300;113900;25300;50500
"2022 VMS IV K.";190026654;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000080;21070;000000000;0000000;340100;85100;153200;33700;68100
"2022 VMS IV K.";191665719;0000000;01;201010102;09.02.01.01.;2.7.3.1.1.1.;4000150;21070;000000000;0000000;2200;1100;900;200;0
"2022 VMS IV K.";191317118;0000000;01;201010102;09.02.02.01.;2.7.3.1.1.1.;4000152;21070;000000000;0000000;2300;800;1300;200;0
"2022 VMS IV K.";190006242;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4000429;21070;000000000;0000000;98300;23100;38300;21100;15800
"2022 VMS IV K.";190005140;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4000354;21070;000000000;0000000;66800;15900;26600;6100;18200
"2022 VMS IV K.";191715435;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4000429;21070;000000000;0000000;83700;19700;41200;16200;6600
"2022 VMS IV K.";190016165;0000000;0205;201030104;09.01.02.01.;2.1.1.1.1.1.;4000435;21070;000000000;0000000;86000;20200;43100;2300;20400
"2022 VMS IV K.";190000937;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000429;21070;000000000;0000000;900;300;200;400;0
"2022 VMS IV K.";195474280;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000429;21070;000000000;0000000;400;300;0;100;0
"2022 VMS IV K.";290008970;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000429;21070;000000000;0000000;800;300;300;200;0
"2022 VMS IV K.";302589995;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4000429;21070;000000000;0000000;4100;900;1500;700;1000
"2022 VMS IV K.";190001462;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4000354;21070;000000000;0000000;1800;400;700;200;500
"2022 VMS IV K.";191665480;0000000;0205;201030104;09.01.02.01.;2.1.2.1.1.1.;4000435;21070;000000000;0000000;1300;300;500;400;100
"2022 VMS IV K.";190020434;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000010;21070;000000000;0000000;5500;1400;2500;600;1000
"2022 VMS IV K.";190014723;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000010;21070;000000000;0000000;4200;1100;1900;400;800
"2022 VMS IV K.";190032365;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000080;21070;000000000;0000000;4700;1200;2100;500;900
"2022 VMS IV K.";190003470;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000138;21070;000000000;0000000;38400;9600;17200;3900;7700
"2022 VMS IV K.";195008119;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4000137;21070;000000000;0000000;85700;21400;38600;8600;17100
"2022 VMS IV K.";190006057;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4000137;21070;000000000;0000000;129200;32400;58200;12800;25800
"2022 VMS IV K.";190013393;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000136;21070;000000000;0000000;95200;23800;42800;9500;19100
"2022 VMS IV K.";190028139;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000136;21070;000000000;0000000;76000;19000;34200;7600;15200
"2022 VMS IV K.";190003851;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000138;21070;000000000;0000000;1300;400;700;200;0
"2022 VMS IV K.";190001462;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000138;21070;000000000;0000000;1800;500;900;400;0
"2022 VMS IV K.";190009167;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000136;21070;000000000;0000000;2100;600;1100;400;0
"2022 VMS IV K.";195008076;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000136;21070;000000000;0000000;2100;600;1100;400;0
"2022 VMS IV K.";190013393;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000136;21070;000000000;0000000;1400;400;700;300;0
"2022 VMS IV K.";191665861;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000136;21070;000000000;0000000;800;200;400;200;0
"2022 VMS IV K.";188710061;0000000;01;201040101;09.08.01.01.;2.1.1.1.1.1.;4000360;21070;000000000;0000000;795700;203100;389300;188700;14600
"2022 VMS IV K.";188710061;0000000;0205;201040101;09.08.01.01.;2.2.1.1.1.30.L.;4000147;21070;000000000;0000000;-7100;;;;-7100
"2022 VMS IV K.";188710061;0000000;0205;201040101;09.08.01.01.;2.1.1.1.1.1.;4000147;21070;000000000;0000000;3129100;300;1176600;130200;1822000
"2022 VMS IV K.";190022780;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;6400;1000;400;5000;0
"2022 VMS IV K.";190027037;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;1800;900;400;500;0
"2022 VMS IV K.";190021493;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;4600;900;3600;100;0
"2022 VMS IV K.";190023697;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;2800;900;1200;700;0
"2022 VMS IV K.";190019841;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;5100;700;100;4300;0
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.7.3.1.1.1.;4000010;21070;000000000;0000000;1400;600;500;300;0
"2022 VMS IV K.";190022976;0000000;01;201030105;09.01.02.01.;2.7.3.1.1.1.;4000115;21070;000000000;0000000;8500;1900;5100;1500;0
"2022 VMS IV K.";190003328;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000153;21070;000000000;0000000;5300;1300;2400;500;1100
"2022 VMS IV K.";302817872;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000152;21070;000000000;0000000;4700;1200;2100;500;900
"2022 VMS IV K.";190009548;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000153;21070;000000000;0000000;3600;900;1600;400;700
"2022 VMS IV K.";191715435;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000150;21070;000000000;0000000;4700;1000;1600;1200;900
"2022 VMS IV K.";190033990;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000010;21070;000000000;0000000;7400;1900;3400;800;1300
"2022 VMS IV K.";190032027;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000010;21070;000000000;0000000;5700;1400;2600;600;1100
"2022 VMS IV K.";190020815;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000010;21070;000000000;0000000;5800;1500;2600;600;1100
"2022 VMS IV K.";190028139;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000453;21070;000000000;0000000;600;200;200;200;0
"2022 VMS IV K.";190026654;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000453;21070;000000000;0000000;35500;8900;8900;8900;8800
"2022 VMS IV K.";190026654;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000453;21070;000000000;0000000;600;200;200;200;0
"2022 VMS IV K.";190021689;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000453;21070;000000000;0000000;500;100;100;100;200
"2022 VMS IV K.";290004420;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000428;21070;000000000;0000000;600;;100;500;0
"2022 VMS IV K.";290003090;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000429;21070;000000000;0000000;1000;400;400;200;0
"2022 VMS IV K.";190007878;0000000;01;201010102;09.02.02.01.;2.7.3.1.1.1.;4000152;21070;000000000;0000000;800;700;0;100;0
"2022 VMS IV K.";195003862;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.15.;4000232;21070;000000000;0000000;2000;2000;0;0;0
"2022 VMS IV K.";290003090;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.15.;4000232;21070;000000000;0000000;4000;;2000;0;2000
"2022 VMS IV K.";302589995;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.16.;4000232;21070;000000000;0000000;100;400;0;-400;100
"2022 VMS IV K.";190000894;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.30.L.;4000232;21070;000000000;0000000;8300;1000;3100;3100;1100
"2022 VMS IV K.";191665719;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.2.;4000232;21070;000000000;0000000;500;;;500;0
"2022 VMS IV K.";290003090;0000000;25;201090103;09.02.01.01.;3.1.2.1.1.2.;4000232;21070;000000000;0000000;1400;;;;1400
"2022 VMS IV K.";190007159;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000428;21070;000000000;0000000;200;;200;0;0
"2022 VMS IV K.";191665719;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000428;21070;000000000;0000000;300;;;300;0
"2022 VMS IV K.";190000175;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000353;21070;000000000;0000000;15200;;200;14800;200
"2022 VMS IV K.";195472468;0000000;01;201030105;09.01.02.01.;2.7.3.1.1.1.;4000136;21070;000000000;0000000;1200;300;0;900;0
"2022 VMS IV K.";190009167;0000000;01;201030105;09.01.02.01.;2.7.3.1.1.1.;4000136;21070;000000000;0000000;1100;400;0;0;700
"2022 VMS IV K.";195472315;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.30.L.;4000470;21070;000000000;0000000;250;;250;0;0
"2022 VMS IV K.";190028139;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.30.L.;4000470;21070;000000000;0000000;450;;450;0;0
"2022 VMS IV K.";190016731;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4000456;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190029611;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.7.;4000010;21070;000000000;0000000;400;1600;0;0;-1200
"2022 VMS IV K.";190661671;0000000;01;201010102;09.02.02.01.;2.7.3.1.1.1.;4000138;21070;000000000;0000000;500;400;0;100;0
"2022 VMS IV K.";190007682;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000354;21070;000000000;0000000;200;100;0;100;0
"2022 VMS IV K.";190005489;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.15.;4000150;21070;000000000;0000000;4100;1900;2200;0;0
"2022 VMS IV K.";302522904;0000000;01;201010102;09.02.02.01.;2.7.3.1.1.1.;4000152;21070;000000000;0000000;1200;600;0;600;0
"2022 VMS IV K.";190030161;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.16.;4000071;21070;000000000;0000000;1000;500;0;0;500
"2022 VMS IV K.";195474280;0000000;01;201010102;09.02.01.01.;3.1.1.3.1.2.;4000150;21070;000000000;0000000;3600;;;3600;0
"2022 VMS IV K.";190012334;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.30.L.;4000060;21070;000000000;0000000;400;900;0;0;-500
"2022 VMS IV K.";190014538;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;5160;2000;0;3160;0
"2022 VMS IV K.";190029045;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;20000;;20000;0;0
"2022 VMS IV K.";190028324;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;5200;;5200;0;0
"2022 VMS IV K.";190016731;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;19300;;8700;0;10600
"2022 VMS IV K.";190033652;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;40000;;40000;0;0
"2022 VMS IV K.";190011766;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;16600;;16600;0;0
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.15.;4000994;21070;000000000;0000000;28000;;;;28000
"2022 VMS IV K.";190014538;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;20000;;20000;0;0
"2022 VMS IV K.";190029198;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.15.;4000991;21070;000000000;0000000;40000;;40000;0;0
"2022 VMS IV K.";190018173;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.2.;4000070;21070;000000000;0000000;10100;;;8000;2100
"2022 VMS IV K.";190006057;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;3900;;3900;0;0
"2022 VMS IV K.";190000937;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;3800;;3800;0;0
"2022 VMS IV K.";190661333;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;2800;;2800;0;0
"2022 VMS IV K.";191664421;0000000;01;201110102;09.08.01.02.;2.8.1.1.1.2.;4000471;21070;000000000;0000000;3600;;3600;0;0
"2022 VMS IV K.";302817872;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.21.;4000470;21070;000000000;0000000;1000;;1000;0;0
"2022 VMS IV K.";190003851;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.15.;4000152;21070;000000000;0000000;23500;7400;3600;12500;0
"2022 VMS IV K.";191662947;0000000;20;201090201;09.05.01.01.;2.2.1.1.1.2.;4000280;21070;000000000;0000000;500;100;100;200;100
"2022 VMS IV K.";190022976;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.15.;4000141;21070;000000000;0000000;22000;8000;5000;2000;7000
"2022 VMS IV K.";190009886;0000000;25;201090103;09.02.02.01.;2.2.1.1.1.20.2.;4000220;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";190004615;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.20.2.;4000232;21070;000000000;0000000;1300;700;200;0;400
"2022 VMS IV K.";290003090;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.20.2.;4000232;21070;000000000;0000000;1200;1000;300;0;-100
"2022 VMS IV K.";190023544;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;6333;8000;-1667;0;0
"2022 VMS IV K.";305607530;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;263;942;0;-679;0
"2022 VMS IV K.";190020249;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.20.2.;4000060;21070;000000000;0000000;400;300;0;0;100
"2022 VMS IV K.";190016699;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.20.2.;4000060;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";190033314;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.20.2.;4000060;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";190023697;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.20.2.;4000060;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";301806638;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4000449;21070;000000000;0000000;65500;16400;16400;16400;16300
"2022 VMS IV K.";190000937;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4000449;21070;000000000;0000000;85300;21300;21300;21300;21400
"2022 VMS IV K.";195472315;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000449;21070;000000000;0000000;1100;300;300;300;200
"2022 VMS IV K.";302523034;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000449;21070;000000000;0000000;1200;300;300;300;300
"2022 VMS IV K.";190000937;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000449;21070;000000000;0000000;1100;300;300;300;200
"2022 VMS IV K.";190007344;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4000451;21070;000000000;0000000;86300;21600;21600;21600;21500
"2022 VMS IV K.";190016165;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000453;21070;000000000;0000000;43500;10900;10900;10900;10800
"2022 VMS IV K.";195472468;0000000;01;201030105;09.01.02.01.;2.1.2.1.1.1.;4000453;21070;000000000;0000000;600;200;200;200;0
"2022 VMS IV K.";190005140;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000445;21070;000000000;0000000;35000;8800;8800;8800;8600
"2022 VMS IV K.";305607594;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4000429;21070;000000000;0000000;2200;600;900;600;100
"2022 VMS IV K.";190025890;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;1900;500;600;100;700
"2022 VMS IV K.";305607530;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.30.L.;4000470;21070;000000000;0000000;147;;147;0;0
"2022 VMS IV K.";191665861;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.15.;4000140;21070;000000000;0000000;10000;2500;2500;2500;2500
"2022 VMS IV K.";190009733;0000000;20;201090202;09.02.02.01.;2.2.1.1.1.30.L.;4000230;21070;000000000;0000000;3200;500;800;1000;900
"2022 VMS IV K.";190021874;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.7.;4000010;21070;000000000;0000000;1600;1600;0;0;0
"2022 VMS IV K.";290018740;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000070;21070;000000000;0000000;9600;3000;4000;3000;-400
"2022 VMS IV K.";190014538;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.30.L.;4000060;21070;000000000;0000000;200;;100;100;0
"2022 VMS IV K.";304075156;0000000;01;201010102;09.02.01.01.;2.7.3.1.1.1.;4000150;21070;000000000;0000000;300;300;0;0;0
"2022 VMS IV K.";305607594;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000429;21070;000000000;0000000;500;300;100;100;0
"2022 VMS IV K.";190003285;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000444;21070;000000000;0000000;19400;4200;4200;4200;6800
"2022 VMS IV K.";190001081;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000444;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";290013960;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000111;21070;000000000;0000000;104200;26100;26100;26100;25900
"2022 VMS IV K.";190026654;0000000;01;201030105;09.01.02.01.;2.1.1.1.1.1.;4000111;21070;000000000;0000000;80400;20100;20100;20100;20100
"2022 VMS IV K.";190008784;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000450;21070;000000000;0000000;500;300;200;0;0
"2022 VMS IV K.";291710460;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000448;21070;000000000;0000000;300;200;100;0;0
"2022 VMS IV K.";190015825;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000440;21070;000000000;0000000;57200;14300;24000;4600;14300
"2022 VMS IV K.";190021874;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000438;21070;000000000;0000000;57200;14300;24000;4600;14300
"2022 VMS IV K.";190026316;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000440;21070;000000000;0000000;900;200;400;100;200
"2022 VMS IV K.";304221230;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000440;21070;000000000;0000000;800;200;300;100;200
"2022 VMS IV K.";190015444;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;1000;300;400;100;200
"2022 VMS IV K.";190006438;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000444;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";190007878;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000444;21070;000000000;0000000;16900;4200;4200;4200;4300
"2022 VMS IV K.";190007910;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000444;21070;000000000;0000000;22500;5600;5600;5600;5700
"2022 VMS IV K.";190001462;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4000444;21070;000000000;0000000;23000;5800;5800;5800;5600
"2022 VMS IV K.";304865385;0000000;0205;201030104;09.01.02.01.;2.1.1.1.1.1.;4000435;21070;000000000;0000000;33900;5200;9200;2700;16800
"2022 VMS IV K.";190011766;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.20.2.;4000060;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";190033990;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.30.L.;4000060;21070;000000000;0000000;300;;100;100;100
"2022 VMS IV K.";190007159;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000448;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190005293;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000450;21070;000000000;0000000;300;200;100;0;0
"2022 VMS IV K.";190981194;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000450;21070;000000000;0000000;300;200;100;0;0
"2022 VMS IV K.";190003328;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000446;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190981237;0000000;64;201090202;09.08.01.01.;2.2.1.1.1.15.;4000238;21070;000000000;0000000;3637;3637;0;0;0
"2022 VMS IV K.";305607530;0000000;01;20304010101;09.02.02.01.;3.1.1.2.1.3.;4000502;21050;000000000;000000;18300;;7500;10800;0
"2022 VMS IV K.";290015630;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.K.;4000145;21070;000000000;0000000;3279;5779;0;-2500;0
"2022 VMS IV K.";190011766;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.K.;4000145;21070;000000000;0000000;4482;4482;0;0;0
"2022 VMS IV K.";195472653;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;151;151;0;0;0
"2022 VMS IV K.";190012291;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.2.;4000145;21070;000000000;0000000;400;400;0;0;0
"2022 VMS IV K.";190012291;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.7.;4000145;21070;000000000;0000000;400;400;0;0;0
"2022 VMS IV K.";190019275;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.5.;4000145;21070;000000000;0000000;65;1000;0;0;-935
"2022 VMS IV K.";190016731;0000000;64;201090201;09.08.01.01.;3.1.1.2.1.3.;4000145;21070;000000000;0000000;2000;2000;0;0;0
"2022 VMS IV K.";190018554;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;4329;4329;0;0;0
"2022 VMS IV K.";190023882;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.2.;4000145;21070;000000000;0000000;200;200;0;0;0
"2022 VMS IV K.";190022257;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;15500;5000;0;0;10500
"2022 VMS IV K.";190029611;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.21.;4000145;21070;000000000;0000000;1000;1000;0;0;0
"2022 VMS IV K.";290013960;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;3000;3000;0;0;0
"2022 VMS IV K.";191715588;0000000;64;201090202;09.08.01.01.;2.2.1.1.1.30.L.;4000238;21070;000000000;0000000;93;93;0;0;0
"2022 VMS IV K.";190002564;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.6.;4000222;21070;000000000;0000000;1600;1600;0;0;0
"2022 VMS IV K.";190004387;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.21.;4000222;21070;000000000;0000000;1000;1000;0;0;0
"2022 VMS IV K.";190006438;0000000;65;201090103;09.08.01.01.;2.1.2.1.1.1.;4000222;21070;000000000;0000000;20;70;0;0;-50
"2022 VMS IV K.";191317118;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;1040;1040;0;0;0
"2022 VMS IV K.";190012868;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.2.;4000070;21070;000000000;0000000;1000;500;500;0;0
