Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
3.1.5.1.1.3.I.	3.1.5.1.1.3.I.	Vaismedþiai ir kiti daugiameèiai sodiniai	*		2011-05-16	.TURTUI.515.	
3.1.5.1.1.I.	3.1.5.1.1.I.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.494.Ne	
3.1.5.1.I.	3.1.5.1.I.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.492.Ne	
3.1.5.I.	3.1.5.I.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.490.Ne	
3.1.I.	3.1.I.	Materialiojo ir nematerialiojo turto ásigijimo iðlaidos	*			..376.Ne	
3.1.I.B	3.1.I.B	Materialiojo ir nematerialiojo turto ásigijimo iðlaidos	*			..375.Ne	
3.1.P.	3.1.P.	Materialiojo ir nematerialiojo turto realizavimo pajamos	*			..377.	
3.2.	3.2.	FINANSINIO TURTO ÁSIGIJIMO IÐLAIDOS (PERSKOLINIMAS)	*			.TURTUI.501.	
3.2.1.	3.2.1.	Vidaus	*			.TURTUI.505.	
3.2.1.1.	3.2.1.1.	Grynieji pinigai ir indëliai banke (nacionaline valiuta)	*			.TURTUI.508.	
3.2.1.1.1.	3.2.1.1.1.	Grynieji pinigai ir indëliai banke (nacionaline valiuta)	*			.TURTUI.510.	
3.2.1.1.1.1.	3.2.1.1.1.1.	Grynieji pinigai	*			.TURTUI.512.	
3.2.1.1.1.1.P.	3.2.1.1.1.1.P.	Grynieji pinigai	*			.PAJAMOS.513.	
3.2.1.1.1.2.	3.2.1.1.1.2.	Pervedamieji indëliai (pinigai bankuose)	*			.TURTUI.514.	
3.2.1.1.1.2.P.	3.2.1.1.1.2.P.	Pervedamieji indëliai (pinigai bankuose)	*			.PAJAMOS.515.	
3.2.1.1.1.3.	3.2.1.1.1.3.	Kiti ilgalaikiai indëliai (pinigai bankuose)	*			.TURTUI.516.	
3.2.1.1.1.3.P.	3.2.1.1.1.3.P.	Kiti indëliai (pinigai bankuose)	*			.PAJAMOS.517.	
3.2.1.1.1.4.	3.2.1.1.1.4.	Kiti trumpalaikiai indëliai (pinigai bankuose)	*			.TURTUI.518.	
3.2.1.1.1.P.	3.2.1.1.1.P.	Grynieji pinigai ir indëliai banke	*			..511.	
3.2.1.1.P.	3.2.1.1.P.	Grynieji pinigai ir indëliai banke	*			..509.	
3.2.1.2.	3.2.1.2.	Vertybiniai popieriai (ásigyti), iðskyrus akcijas	*			.TURTUI.519.	
3.2.1.2.1.	3.2.1.2.1.	Vertybiniai popieriai (ásigyti), iðskyrus akcijas	*			.TURTUI.521.	
3.2.1.2.1.1.	3.2.1.2.1.1.	Trumpalaikiai	*			.TURTUI.523.	
3.2.1.2.1.1.P.	3.2.1.2.1.1.P.	Trumpalaikiai	*			.PAJAMOS.524.	
3.2.1.2.1.2.	3.2.1.2.1.2.	Ilgalaikiai	*			.TURTUI.525.	
3.2.1.2.1.2.P.	3.2.1.2.1.2.P.	Ilgalaikiai	*			.PAJAMOS.526.	
3.2.1.2.1.P.	3.2.1.2.1.P.	Vertybiniai popieriai (parduoti), iðskyrus akcijas	*			..522.	
3.2.1.2.P.	3.2.1.2.P.	Vertybiniai popieriai (parduoti), iðskyrus akcijas	*			..520.	
3.2.1.3.	3.2.1.3.	Iðvestinës finansinës priemonës	*			.TURTUI.527.	
3.2.1.3.1.	3.2.1.3.1.	Iðvestinës finansinës priemonës	*			.TURTUI.529.	
3.2.1.3.1.1.	3.2.1.3.1.1.	Trumpalaikës	*			.TURTUI.531.	
3.2.1.3.1.1.P.	3.2.1.3.1.1.P.	Iðvestinës finansinës priemonës	*			.PAJAMOS.532.	
3.2.1.3.1.2.	3.2.1.3.1.2.	Ilgalaikës	*			.TURTUI.533.	
3.2.1.3.1.P.	3.2.1.3.1.P.	Iðvestinës finansinës priemonës	*			..530.	
3.2.1.3.P.	3.2.1.3.P.	Iðvestinës finansinës priemonës	*			..528.	
3.2.1.4.	3.2.1.4.	Paskolos (suteiktos)	*			.TURTUI.534.	
3.2.1.4.1.	3.2.1.4.1.	Paskolos (suteiktos)	*			.TURTUI.537.	
3.2.1.4.1.1.	3.2.1.4.1.1.	Trumpalaikës	*			.TURTUI.540.	
3.2.1.4.1.1.D	3.2.1.4.1.1.D	3.2.1.4.1.1.D	*			..539.Ne	
3.2.1.4.1.1.I.	3.2.1.4.1.1.I.	Trumpalaikës	*		2011-05-16	.KITOS.554.	
3.2.1.4.1.1.P.	3.2.1.4.1.1.P.	Trumpalaikës	*			.PAJAMOS.541.	
3.2.1.4.1.2.	3.2.1.4.1.2.	Ilgalaikës	*			.TURTUI.542.	
3.2.1.4.1.2.D	3.2.1.4.1.2.D	3.2.1.4.1.2.D	*			..543.Ne	
3.2.1.4.1.2.I.	3.2.1.4.1.2.I.	Ilgalaikës	*		2011-05-16	.KITOS.558.	
3.2.1.4.1.2.P.	3.2.1.4.1.2.P.	Ilgalaikës	*			.PAJAMOS.544.	
3.2.1.4.1.P.	3.2.1.4.1.P.	Paskolos (surinktos)	*			..538.	
3.2.1.4.I.	3.2.1.4.I.	Paskolos (suteiktos)	*			..535.Ne	
3.2.1.4.P.	3.2.1.4.P.	Paskolos (surinktos)	*			..536.	
3.2.1.5.	3.2.1.5.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.545.	
3.2.1.5.1.	3.2.1.5.1.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.548.	
3.2.1.5.1.1.	3.2.1.5.1.1.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.550.	
3.2.1.5.1.1.D	3.2.1.5.1.1.D	3.2.1.5.1.1.D	*			..551.Ne	
3.2.1.5.1.1.I.	3.2.1.5.1.1.I.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*		2011-05-16	.KITOS.567.	
3.2.1.5.1.1.P.	3.2.1.5.1.1.P.	Akcijos (parduotos) ir kitas nuosavas	*			.PAJAMOS.552.	
3.2.1.5.1.P.	3.2.1.5.1.P.	Akcijos (parduotos) ir kitas nuosavas	*			..549.	
3.2.1.5.I.	3.2.1.5.I.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			..546.Ne	
3.2.1.5.P.	3.2.1.5.P.	Akcijos (parduotos) ir kitas nuosavas	*			..547.	
3.2.1.6.	3.2.1.6.	Draudimo techniniai atidëjiniai	*			.TURTUI.553.	
3.2.1.6.1.	3.2.1.6.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.555.	
3.2.1.6.1.1.	3.2.1.6.1.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.557.	
3.2.1.6.1.1.P.	3.2.1.6.1.1.P.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.558.	
3.2.1.6.1.P.	3.2.1.6.1.P.	Draudimo techniniai atidëjiniai	*			..556.	
3.2.1.6.P.	3.2.1.6.P.	Draudimo techniniai atidëjiniai	*			..554.	
3.2.1.7.	3.2.1.7.	Kitos mokëtinos sumos	*			.TURTUI.559.	
3.2.1.7.1.	3.2.1.7.1.	Kitos mokëtinos sumos	*			.TURTUI.562.	
3.2.1.7.1.1.	3.2.1.7.1.1.	Trumpalaikës	*			.TURTUI.564.	
3.2.1.7.1.1.D	3.2.1.7.1.1.D	3.2.1.7.1.1.D	*			..565.Ne	
3.2.1.7.1.1.I.	3.2.1.7.1.1.I.	Kitos mokëtinos sumos	*		2011-05-16	.KITOS.582.	
3.2.1.7.1.1.P.	3.2.1.7.1.1.P.	Kitos gautinos sumos	*			.PAJAMOS.566.	
3.2.1.7.1.2.	3.2.1.7.1.2.	Ilgalaikës	*			.TURTUI.567.	
3.2.1.7.1.P.	3.2.1.7.1.P.	Kitos gautinos sumos	*			..563.	
3.2.1.7.I.	3.2.1.7.I.	Kitos mokëtinos sumos	*			..560.Ne	
3.2.1.7.P.	3.2.1.7.P.	Kitos gautinos sumos	*			..561.	
3.2.1.I.	3.2.1.I.	Vidaus	*			..506.Ne	
3.2.1.P.	3.2.1.P.	Vidaus	*			..507.	
3.2.2.	3.2.2.	Uþsienio	*			.TURTUI.568.	
3.2.2.1.	3.2.2.1.	Grynieji pinigai ir indëliai banke (uþsienio valiuta)	*			.TURTUI.571.	
3.2.2.1.1.	3.2.2.1.1.	Grynieji pinigai ir indëliai banke (uþsienio valiuta)	*			.TURTUI.573.	
3.2.2.1.1.1.	3.2.2.1.1.1.	Grynieji pinigai	*			.TURTUI.575.	
3.2.2.1.1.1.P.	3.2.2.1.1.1.P.	Grynieji pinigai	*			.PAJAMOS.576.	
3.2.2.1.1.2.	3.2.2.1.1.2.	Pervedamieji indëliai (pinigai bankuose)	*			.TURTUI.577.	
3.2.2.1.1.2.P.	3.2.2.1.1.2.P.	Pervedamieji indëliai (pinigai bankuose)	*			.PAJAMOS.578.	
3.2.2.1.1.3.	3.2.2.1.1.3.	Kiti ilgalaikiai indëliai (pinigai bankuose)	*			.TURTUI.579.	
3.2.2.1.1.3.P.	3.2.2.1.1.3.P.	Kiti indëliai (pinigai bankuose)	*			.PAJAMOS.580.	
3.2.2.1.1.4.	3.2.2.1.1.4.	Kiti trumpalaikiai indëliai (pinigai bankuose)	*			.TURTUI.581.	
3.2.2.1.1.P.	3.2.2.1.1.P.	Grynieji pinigai ir indëliai banke	*			..574.	
3.2.2.1.P.	3.2.2.1.P.	Grynieji pinigai ir indëliai banke	*			..572.	
3.2.2.2.	3.2.2.2.	Vertybiniai popieriai (ásigyti), iðskyrus akcijas	*			.TURTUI.582.	
3.2.2.2.1.	3.2.2.2.1.	Vertybiniai popieriai (ásigyti), iðskyrus akcijas	*			.TURTUI.584.	
3.2.2.2.1.1.	3.2.2.2.1.1.	Trumpalaikiai	*			.TURTUI.586.	
3.2.2.2.1.1.P.	3.2.2.2.1.1.P.	Trumpalaikiai	*			.PAJAMOS.587.	
3.2.2.2.1.2.	3.2.2.2.1.2.	Ilgalaikiai	*			.TURTUI.588.	
3.2.2.2.1.2.P.	3.2.2.2.1.2.P.	Ilgalaikiai	*			.PAJAMOS.589.	
3.2.2.2.1.P.	3.2.2.2.1.P.	Vertybiniai popieriai (parduoti), iðskyrus akcijas	*			..585.	
3.2.2.2.P.	3.2.2.2.P.	Vertybiniai popieriai (parduoti), iðskyrus akcijas	*			..583.	
3.2.2.3.	3.2.2.3.	Iðvestinës finansinës priemonës	*			.TURTUI.590.	
3.2.2.3.1.	3.2.2.3.1.	Iðvestinës finansinës priemonës	*			.TURTUI.592.	
3.2.2.3.1.1.	3.2.2.3.1.1.	Trumpalaikës	*			.TURTUI.594.	
3.2.2.3.1.1.P.	3.2.2.3.1.1.P.	Iðvestinës finansinës priemonës	*			.PAJAMOS.595.	
3.2.2.3.1.2.	3.2.2.3.1.2.	Ilgalaikës	*			.TURTUI.596.	
3.2.2.3.1.P.	3.2.2.3.1.P.	Iðvestinës finansinës priemonës	*			..593.	
3.2.2.3.P.	3.2.2.3.P.	Iðvestinës finansinës priemonës	*			..591.	
3.2.2.4.	3.2.2.4.	Paskolos (suteiktos)	*			.TURTUI.597.	
3.2.2.4.1.	3.2.2.4.1.	Paskolos (suteiktos)	*			.TURTUI.599.	
3.2.2.4.1.1.	3.2.2.4.1.1.	Trumpalaikës	*			.TURTUI.601.	
3.2.2.4.1.1.P.	3.2.2.4.1.1.P.	Trumpalaikës	*			.PAJAMOS.602.	
3.2.2.4.1.2.	3.2.2.4.1.2.	Ilgalaikës	*			.TURTUI.603.	
3.2.2.4.1.2.P.	3.2.2.4.1.2.P.	Ilgalaikës	*			.PAJAMOS.604.	
3.2.2.4.1.P.	3.2.2.4.1.P.	Paskolos (surinktos)	*			..600.	
3.2.2.4.P.	3.2.2.4.P.	Paskolos (surinktos)	*			..598.	
3.2.2.5.	3.2.2.5.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.605.	
3.2.2.5.1.	3.2.2.5.1.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.608.	
3.2.2.5.1.1.	3.2.2.5.1.1.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			.TURTUI.610.	
3.2.2.5.1.1.D	3.2.2.5.1.1.D	3.2.2.5.1.1.D	*			..611.Ne	
3.2.2.5.1.1.I.	3.2.2.5.1.1.I.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*		2011-05-16	.KITOS.626.	
3.2.2.5.1.1.P.	3.2.2.5.1.1.P.	Akcijos (parduotos) ir kitas nuosavas	*			.PAJAMOS.612.	
3.2.2.5.1.P.	3.2.2.5.1.P.	Akcijos (parduotos) ir kitas nuosavas	*			..609.	
3.2.2.5.I.	3.2.2.5.I.	Akcijos (ásigytos) ir kitas nuosavas kapitalas	*			..606.Ne	
3.2.2.5.P.	3.2.2.5.P.	Akcijos (parduotos) ir kitas nuosavas	*			..607.	
3.2.2.6.	3.2.2.6.	Draudimo techniniai atidëjiniai	*			.TURTUI.613.	
3.2.2.6.1.	3.2.2.6.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.615.	
3.2.2.6.1.1.	3.2.2.6.1.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.617.	
3.2.2.6.1.1.P.	3.2.2.6.1.1.P.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.618.	
3.2.2.6.1.P.	3.2.2.6.1.P.	Draudimo techniniai atidëjiniai	*			..616.	
3.2.2.6.P.	3.2.2.6.P.	Draudimo techniniai atidëjiniai	*			..614.	
3.2.2.7.	3.2.2.7.	Kitos mokëtinos sumos	*			.TURTUI.619.	
3.2.2.7.1.	3.2.2.7.1.	Kitos mokëtinos sumos	*			.TURTUI.622.	
3.2.2.7.1.1.	3.2.2.7.1.1.	Trumpalaikës	*			.TURTUI.624.	
3.2.2.7.1.1.D	3.2.2.7.1.1.D	3.2.2.7.1.1.D	*			..625.Ne	
3.2.2.7.1.1.I.	3.2.2.7.1.1.I.	Kitos mokëtinos sumos	*		2011-05-16	.KITOS.641.	
3.2.2.7.1.1.P.	3.2.2.7.1.1.P.	Kitos gautinos sumos	*			.PAJAMOS.626.	
3.2.2.7.1.2.	3.2.2.7.1.2.	Ilgalaikës	*			.TURTUI.627.	
3.2.2.7.1.P.	3.2.2.7.1.P.	Kitos gautinos sumos	*			..623.	
3.2.2.7.I.	3.2.2.7.I.	Kitos mokëtinos sumos	*			..620.Ne	
3.2.2.7.P.	3.2.2.7.P.	Kitos gautinos sumos	*			..621.	
3.2.2.I.	3.2.2.I.	Uþsienio	*			..569.Ne	
3.2.2.P.	3.2.2.P.	Uþsienio	*			..570.	
3.2.I.	3.2.I.	Finansinio turto ásigijimo iðlaidos (perskolinimas)	*			..502.Ne	
3.2.I.B	3.2.I.B	Finansinio turto ásigijimo iðlaidos (perskolinimas)	*			..503.Ne	
3.2.P.	3.2.P.	Sandoriai dël finansinio turto	*			..504.	
3.3.	3.3.	IÐLAIDOS DËL FINANSINIØ ÁSIPAREIGOJIMØ VYKDYMO (PASKOLØ GRÀÞINIMAS)	*			.TURTUI.628.	
3.3.1.	3.3.1.	Vidaus	*			.TURTUI.632.	
3.3.1.1.	3.3.1.1.	Grynieji pinigai ir indëliai banke (nacionaline valiuta)	*			.TURTUI.635.	
3.3.1.1.1.	3.3.1.1.1.	Grynieji pinigai ir indëliai banke (nacionaline valiuta)	*			.TURTUI.637.	
3.3.1.1.1.1.	3.3.1.1.1.1.	Grynieji pinigai	*			.TURTUI.639.	
3.3.1.1.1.1.P.	3.3.1.1.1.1.P.	Grynieji pinigai	*			.PAJAMOS.640.	
3.3.1.1.1.2.	3.3.1.1.1.2.	Pervedamieji indëliai (pinigai bankuose)	*			.TURTUI.641.	
3.3.1.1.1.2.P.	3.3.1.1.1.2.P.	Pervedamieji indëliai (pinigai bankuose)	*			.PAJAMOS.642.	
3.3.1.1.1.3.	3.3.1.1.1.3.	Kiti indëliai (pinigai bankuose)	*			.TURTUI.643.	
3.3.1.1.1.3.P.	3.3.1.1.1.3.P.	Kiti indëliai (pinigai bankuose)	*			.PAJAMOS.644.	
3.3.1.1.1.P.	3.3.1.1.1.P.	Grynieji pinigai ir indëliai banke	*			..638.	
3.3.1.1.P.	3.3.1.1.P.	Grynieji pinigai ir indëliai banke	*			..636.	
3.3.1.2.	3.3.1.2.	Vertybiniai popieriai (iðpirkti), iðskyrus akcijas	*			.TURTUI.645.	
3.3.1.2.1.	3.3.1.2.1.	Vertybiniai popieriai (iðpirkti), iðskyrus akcijas	*			.TURTUI.647.	
3.3.1.2.1.1.	3.3.1.2.1.1.	Trumpalaikiai	*			.TURTUI.649.	
3.3.1.2.1.1.P.	3.3.1.2.1.1.P.	Trumpalaikiai	*			.PAJAMOS.650.	
3.3.1.2.1.2.	3.3.1.2.1.2.	Ilgalaikiai	*			.TURTUI.651.	
3.3.1.2.1.2.P.	3.3.1.2.1.2.P.	Ilgalaikiai	*			.PAJAMOS.652.	
3.3.1.2.1.P.	3.3.1.2.1.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas	*			..648.	
3.3.1.2.P.	3.3.1.2.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas	*			..646.	
3.3.1.3.	3.3.1.3.	Iðvestinës finansinës priemonës	*			.TURTUI.653.	
3.3.1.3.1.	3.3.1.3.1.	Iðvestinës finansinës priemonës	*			.TURTUI.655.	
3.3.1.3.1.1.	3.3.1.3.1.1.	Trumpalaikës	*			.TURTUI.657.	
3.3.1.3.1.1.P.	3.3.1.3.1.1.P.	Iðvestinës finansinës priemonës	*			.PAJAMOS.658.	
3.3.1.3.1.2.	3.3.1.3.1.2.	Ilgalaikës	*			.TURTUI.659.	
3.3.1.3.1.P.	3.3.1.3.1.P.	Iðvestinës finansinës priemonës	*			..656.	
3.3.1.3.P.	3.3.1.3.P.	Iðvestinës finansinës priemonës	*			..654.	
3.3.1.4.	3.3.1.4.	Paskolos (gràþintinos)	*			.TURTUI.660.	
3.3.1.4.1.	3.3.1.4.1.	Paskolos (gràþintinos)	*			.TURTUI.663.	
3.3.1.4.1.1.	3.3.1.4.1.1.	Trumpalaikës	*			.TURTUI.665.	
3.3.1.4.1.1.D	3.3.1.4.1.1.D	3.3.1.4.1.1.D	*			..666.Ne	
3.3.1.4.1.1.I.	3.3.1.4.1.1.I.	Trumpalaikës	*		2011-05-16	.KITOS.681.	
3.3.1.4.1.1.P.	3.3.1.4.1.1.P.	Trumpalaikës ið valstybës biudþeto	*			.PAJAMOS.667.	
3.3.1.4.1.2.	3.3.1.4.1.2.	Ilgalaikës	*			.TURTUI.669.	
3.3.1.4.1.2.D	3.3.1.4.1.2.D	3.3.1.4.1.2.D	*			..668.Ne	
3.3.1.4.1.2.I.	3.3.1.4.1.2.I.	Ilgalaikës	*		2011-05-16	.KITOS.685.	
3.3.1.4.1.2.P.	3.3.1.4.1.2.P.	Ilgalaikës	*			.PAJAMOS.670.	
3.3.1.4.1.P.	3.3.1.4.1.P.	Paskolos (gautos)	*			..664.	
3.3.1.4.I.	3.3.1.4.I.	Paskolos (gràþintinos)	*			..661.Ne	
3.3.1.4.P.	3.3.1.4.P.	Paskolos (gautos)	*			..662.	
3.3.1.5.	3.3.1.5.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.671.	
3.3.1.5.1.	3.3.1.5.1.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.674.	
3.3.1.5.1.1.	3.3.1.5.1.1.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.676.	
3.3.1.5.1.1.D	3.3.1.5.1.1.D	3.3.1.5.1.1.D	*			..677.Ne	
3.3.1.5.1.1.I.	3.3.1.5.1.1.I.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*		2011-05-16	.KITOS.694.	
3.3.1.5.1.1.P.	3.3.1.5.1.1.P.	Akcijos (iðleistos) ir kitas nuosavas	*			.PAJAMOS.678.	
3.3.1.5.1.P.	3.3.1.5.1.P.	Akcijos (iðleistos) ir kitas nuosavas	*			..675.	
3.3.1.5.I.	3.3.1.5.I.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			..672.Ne	
3.3.1.5.P.	3.3.1.5.P.	Akcijos (iðleistos) ir kitas nuosavas	*			..673.	
3.3.1.6.	3.3.1.6.	Draudimo techniniai atidëjiniai	*			.TURTUI.679.	
3.3.1.6.1.	3.3.1.6.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.681.	
3.3.1.6.1.1.	3.3.1.6.1.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.683.	
3.3.1.6.1.1.P.	3.3.1.6.1.1.P.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.684.	
3.3.1.6.1.P.	3.3.1.6.1.P.	Draudimo techniniai atidëjiniai	*			..682.	
3.3.1.6.P.	3.3.1.6.P.	Draudimo techniniai atidëjiniai	*			..680.	
3.3.1.7.	3.3.1.7.	Kitos mokëtinos sumos	*			.TURTUI.685.	
3.3.1.7.1.	3.3.1.7.1.	Kitos mokëtinos sumos	*			.TURTUI.687.	
3.3.1.7.1.1.	3.3.1.7.1.1.	Trumpalaikës	*			.TURTUI.689.	
3.3.1.7.1.1.P.	3.3.1.7.1.1.P.	Kitos gautinos sumos	*			.PAJAMOS.690.	
3.3.1.7.1.2.	3.3.1.7.1.2.	Ilgalaikës	*			.TURTUI.691.	
3.3.1.7.1.P.	3.3.1.7.1.P.	Kitos gautinos sumos	*			..688.	
3.3.1.7.P.	3.3.1.7.P.	Kitos gautinos sumos	*			..686.	
3.3.1.I.	3.3.1.I.	Vidaus	*			..633.Ne	
3.3.1.P.	3.3.1.P.	Vidaus	*			..634.	
3.3.2.	3.3.2.	Uþsienio	*			.TURTUI.692.	
3.3.2.1.	3.3.2.1.	Grynieji pinigai ir indëliai banke (uþsienio valiuta)	*			.TURTUI.695.	
3.3.2.1.1.	3.3.2.1.1.	Grynieji pinigai ir indëliai banke (uþsienio valiuta)	*			.TURTUI.697.	
3.3.2.1.1.1.	3.3.2.1.1.1.	Grynieji pinigai	*			.TURTUI.699.	
3.3.2.1.1.1.P.	3.3.2.1.1.1.P.	Grynieji pinigai	*			.PAJAMOS.700.	
3.3.2.1.1.2.	3.3.2.1.1.2.	Pervedamieji indëliai (pinigai bankuose)	*			.TURTUI.701.	
3.3.2.1.1.2.P.	3.3.2.1.1.2.P.	Pervedamieji indëliai (pinigai bankuose)	*			.PAJAMOS.702.	
3.3.2.1.1.3.	3.3.2.1.1.3.	Kiti indëliai (pinigai bankuose)	*			.TURTUI.703.	
3.3.2.1.1.3.P.	3.3.2.1.1.3.P.	Kiti indëliai (pinigai bankuose)	*			.PAJAMOS.704.	
3.3.2.1.1.P.	3.3.2.1.1.P.	Grynieji pinigai ir indëliai banke	*			..698.	
3.3.2.1.P.	3.3.2.1.P.	Grynieji pinigai ir indëliai banke	*			..696.	
3.3.2.2.	3.3.2.2.	Vertybiniai popieriai (iðpirkti), iðskyrus akcijas	*			.TURTUI.705.	
3.3.2.2.1.	3.3.2.2.1.	Vertybiniai popieriai (iðpirkti), iðskyrus akcijas	*			.TURTUI.707.	
3.3.2.2.1.1.	3.3.2.2.1.1.	Trumpalaikiai	*			.TURTUI.709.	
3.3.2.2.1.1.P.	3.3.2.2.1.1.P.	Trumpalaikiai	*			.PAJAMOS.710.	
3.3.2.2.1.2.	3.3.2.2.1.2.	Ilgalaikiai	*			.TURTUI.711.	
3.3.2.2.1.2.P.	3.3.2.2.1.2.P.	Ilgalaikiai	*			.PAJAMOS.712.	
3.3.2.2.1.P.	3.3.2.2.1.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas	*			..708.	
3.3.2.2.P.	3.3.2.2.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas	*			..706.	
3.3.2.3.	3.3.2.3.	Iðvestinës finansinës priemonës	*			.TURTUI.713.	
3.3.2.3.1.	3.3.2.3.1.	Iðvestinës finansinës priemonës	*			.TURTUI.715.	
3.3.2.3.1.1.	3.3.2.3.1.1.	Trumpalaikës	*			.TURTUI.717.	
3.3.2.3.1.1.P.	3.3.2.3.1.1.P.	Iðvestinës finansinës priemonës	*			.PAJAMOS.718.	
3.3.2.3.1.2.	3.3.2.3.1.2.	Ilgalaikës	*			.TURTUI.719.	
3.3.2.3.1.P.	3.3.2.3.1.P.	Iðvestinës finansinës priemonës	*			..716.	
3.3.2.3.P.	3.3.2.3.P.	Iðvestinës finansinës priemonës	*			..714.	
3.3.2.4.	3.3.2.4.	Paskolos (gràþintinos)	*			.TURTUI.720.	
3.3.2.4.1.	3.3.2.4.1.	Paskolos (gràþintinos)	*			.TURTUI.723.	
3.3.2.4.1.1.	3.3.2.4.1.1.	Trumpalaikës	*			.TURTUI.726.	
3.3.2.4.1.1.D	3.3.2.4.1.1.D	3.3.2.4.1.1.D	*			..725.Ne	
3.3.2.4.1.1.I.	3.3.2.4.1.1.I.	Trumpalaikës	*		2011-05-16	.KITOS.742.	
3.3.2.4.1.1.P.	3.3.2.4.1.1.P.	Trumpalaikës	*			.PAJAMOS.727.	
3.3.2.4.1.2.	3.3.2.4.1.2.	Ilgalaikës	*			.TURTUI.729.	
3.3.2.4.1.2.D	3.3.2.4.1.2.D	3.3.2.4.1.2.D	*			..728.Ne	
3.3.2.4.1.2.I.	3.3.2.4.1.2.I.	Ilgalaikës	*		2011-05-16	.KITOS.746.	
3.3.2.4.1.2.P.	3.3.2.4.1.2.P.	Ilgalaikës	*			.PAJAMOS.730.	
3.3.2.4.1.P.	3.3.2.4.1.P.	Paskolos (gautos)	*			..724.	
3.3.2.4.I.	3.3.2.4.I.	Paskolos (gràþintinos)	*			..721.Ne	
3.3.2.4.P.	3.3.2.4.P.	Paskolos (gautos)	*			..722.	
3.3.2.5.	3.3.2.5.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.731.	
3.3.2.5.1.	3.3.2.5.1.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.733.	
3.3.2.5.1.1.	3.3.2.5.1.1.	Akcijos (parduotos) ir kitas nuosavas kapitalas	*			.TURTUI.735.	
3.3.2.5.1.1.P.	3.3.2.5.1.1.P.	Akcijos (iðleistos) ir kitas nuosavas	*			.PAJAMOS.736.	
3.3.2.5.1.P.	3.3.2.5.1.P.	Akcijos (iðleistos) ir kitas nuosavas	*			..734.	
3.3.2.5.P.	3.3.2.5.P.	Akcijos (iðleistos) ir kitas nuosavas	*			..732.	
3.3.2.6.	3.3.2.6.	Draudimo techniniai atidëjiniai	*			.TURTUI.737.	
3.3.2.6.1.	3.3.2.6.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.739.	
3.3.2.6.1.1.	3.3.2.6.1.1.	Draudimo techniniai atidëjiniai	*			.TURTUI.741.	
3.3.2.6.1.1.P.	3.3.2.6.1.1.P.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.742.	
3.3.2.6.1.P.	3.3.2.6.1.P.	Draudimo techniniai atidëjiniai	*			..740.	
3.3.2.6.P.	3.3.2.6.P.	Draudimo techniniai atidëjiniai	*			..738.	
3.3.2.7.	3.3.2.7.	Kitos mokëtinos sumos	*			.TURTUI.743.	
3.3.2.7.1.	3.3.2.7.1.	Kitos mokëtinos sumos	*			.TURTUI.746.	
3.3.2.7.1.1.	3.3.2.7.1.1.	Kitos mokëtinos sumos	*			.TURTUI.748.	
3.3.2.7.1.1.D	3.3.2.7.1.1.D	3.3.2.7.1.1.D	*			..749.Ne	
3.3.2.7.1.1.I.	3.3.2.7.1.1.I.	Kitos mokëtinos sumos	*		2011-05-16	.KITOS.767.	
3.3.2.7.1.1.P.	3.3.2.7.1.1.P.	Kitos gautinos sumos	*			.PAJAMOS.750.	
